taxon_group,biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
Amphibia,Boreal Forests/Taiga,20,78,469,0.0011424231342971325,0.294
Amphibia,Deserts & Xeric Shrublands,34,20,527,-0.0020799150224775076,0.689
Amphibia,"Mediterranean Forests, Woodlands & Scrub",27,21,526,-0.001649592726607807,0.692
Amphibia,Montane Grasslands & Shrublands,11,5,542,-0.003571850946173072,0.672
Amphibia,Temperate Broadleaf & Mixed Forests,87,154,393,-0.0015725829871371388,0.866
Amphibia,Temperate Conifer Forests,59,53,494,0.0004923439119011164,0.429
Amphibia,"Temperate Grasslands, Savannas & Shrublands",37,43,504,-0.002932851784862578,0.885
Amphibia,Tropical & Subtropical Coniferous Forests,11,5,542,-0.0011802786029875278,0.559
Amphibia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",103,82,465,0.002080399601254612,0.141
Amphibia,Tropical & Subtropical Moist Broadleaf Forests,460,196,351,0.0070353790069930255,0.0
Amphibia,Tundra,6,43,504,0.003961201058700681,0.065
Actinopterygii,Boreal Forests/Taiga,55,78,469,0.012600489164469764,0.0
Actinopterygii,Deserts & Xeric Shrublands,71,20,527,-0.006883519235998392,0.962
Actinopterygii,"Mediterranean Forests, Woodlands & Scrub",9,21,526,-0.0034224018454551697,0.79
Actinopterygii,Temperate Broadleaf & Mixed Forests,43,154,393,-0.0027229413390159607,0.924
Actinopterygii,Temperate Conifer Forests,27,53,494,0.0007527610287070274,0.362
Actinopterygii,"Temperate Grasslands, Savannas & Shrublands",28,43,504,-0.002430042251944542,0.757
Actinopterygii,"Tropical & Subtropical Grasslands, Savannas & Shrublands",84,82,465,0.002706008031964302,0.136
Actinopterygii,Tropical & Subtropical Moist Broadleaf Forests,1009,196,351,0.002582896500825882,0.063
Actinopterygii,Tundra,25,43,504,0.011300501646474004,0.004
Insecta,Boreal Forests/Taiga,344,78,469,0.0003824802115559578,0.371
Insecta,Deserts & Xeric Shrublands,464,20,527,0.0046548404498025775,0.015
Insecta,"Mediterranean Forests, Woodlands & Scrub",376,21,526,0.0020572611247189343,0.159
Insecta,Montane Grasslands & Shrublands,254,5,542,0.0002819919027388096,0.472
Insecta,Temperate Broadleaf & Mixed Forests,1382,154,393,0.0011218823492527008,0.112
Insecta,Temperate Conifer Forests,484,53,494,-0.0006937859579920769,0.725
Insecta,"Temperate Grasslands, Savannas & Shrublands",633,43,504,-2.9486138373613358e-05,0.53
Insecta,Tropical & Subtropical Coniferous Forests,271,5,542,0.003023835859494284,0.199
Insecta,"Tropical & Subtropical Grasslands, Savannas & Shrublands",874,82,465,0.001975594204850495,0.05
Insecta,Tropical & Subtropical Moist Broadleaf Forests,3973,196,351,0.0013765417024842463,0.048
Insecta,Tundra,81,43,504,-0.0012599281035363674,0.811
Arachnida,Boreal Forests/Taiga,14,78,469,-0.0011265762150287628,0.736
Arachnida,Deserts & Xeric Shrublands,55,20,527,0.008683816064149141,0.011
Arachnida,"Mediterranean Forests, Woodlands & Scrub",39,21,526,0.0010583936236798763,0.397
Arachnida,Temperate Broadleaf & Mixed Forests,100,154,393,-0.0009324881248176098,0.737
Arachnida,Temperate Conifer Forests,23,53,494,-0.0014668330550193787,0.706
Arachnida,"Temperate Grasslands, Savannas & Shrublands",48,43,504,0.000426621176302433,0.449
Arachnida,Tropical & Subtropical Coniferous Forests,11,5,542,0.006275769788771868,0.218
Arachnida,"Tropical & Subtropical Grasslands, Savannas & Shrublands",68,82,465,0.002790745347738266,0.084
Arachnida,Tropical & Subtropical Moist Broadleaf Forests,345,196,351,0.003152256365865469,0.026
Mollusca,Boreal Forests/Taiga,10,78,469,0.00327955509419553,0.056
Mollusca,Deserts & Xeric Shrublands,25,20,527,-0.0017109713517129421,0.678
Mollusca,"Mediterranean Forests, Woodlands & Scrub",49,21,526,0.0017729972023516893,0.302
Mollusca,Temperate Broadleaf & Mixed Forests,52,154,393,-0.00011345790699124336,0.514
Mollusca,Temperate Conifer Forests,70,53,494,-0.0009007519111037254,0.653
Mollusca,"Temperate Grasslands, Savannas & Shrublands",19,43,504,-0.002061503939330578,0.829
Mollusca,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23,82,465,0.0023901332169771194,0.118
Mollusca,Tropical & Subtropical Moist Broadleaf Forests,250,196,351,0.004533916246145964,0.0
Mollusca,Tundra,9,43,504,0.0031687277369201183,0.108
