motif_set,analog,control,lift_pct,p_value
"perceptual (clean, celestial)",0.0863257707671944,0.07148904723199369,20.753841475958,0.0001999600079984003
all other motifs,0.030448595665001618,0.02902936552628014,4.888946461598187,0.0001999600079984003
