biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
"Mediterranean Forests, Woodlands & Scrub",60,21,526,0.005176876671612263,0.001
Tropical & Subtropical Moist Broadleaf Forests,60,196,351,0.004708866123110056,0.0
Deserts & Xeric Shrublands,60,20,527,0.003309354418888688,0.024
Tundra,60,43,504,0.0018588475068099797,0.038
"Temperate Grasslands, Savannas & Shrublands",60,43,504,0.0011071966728195548,0.116
Temperate Broadleaf & Mixed Forests,60,154,393,0.00023882972891442478,0.351
Montane Grasslands & Shrublands,60,5,542,-0.004052658099681139,0.911
