motif_set,analog_jaccard,control_jaccard,lift_pct,p_value
pareidolic,0.056551368052073496,0.050555547953543195,11.859865714520623,0.0001999600079984003
non-pareidolic,0.024636497481341807,0.024972754917891426,-1.346497163229321,0.8098380323935213
