taxon_group,biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
Reptilia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",333,67,370,0.0056057642214000225,0.0
Reptilia,Tropical & Subtropical Moist Broadleaf Forests,934,166,271,0.005607342813163996,0.0
Amphibia,Boreal Forests/Taiga,19,49,388,-0.0014906404539942741,0.813
Amphibia,Deserts & Xeric Shrublands,33,16,421,-5.30085526406765e-05,0.491
Amphibia,"Mediterranean Forests, Woodlands & Scrub",26,16,421,-0.001575921312905848,0.709
Amphibia,Montane Grasslands & Shrublands,11,5,432,-0.0028283704887144268,0.723
Amphibia,Temperate Broadleaf & Mixed Forests,83,116,321,-0.0025872087571769953,0.987
Amphibia,Temperate Conifer Forests,57,45,392,-0.0007675491506233811,0.669
Amphibia,"Temperate Grasslands, Savannas & Shrublands",36,33,404,-0.002365308639127761,0.903
Amphibia,Tropical & Subtropical Coniferous Forests,11,5,432,-0.001340047805570066,0.622
Amphibia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",102,67,370,0.0017167930491268635,0.125
Amphibia,Tropical & Subtropical Moist Broadleaf Forests,451,166,271,0.0045177091378718615,0.001
Amphibia,Tundra,6,27,410,0.0029126311419531703,0.153
Actinopterygii,Boreal Forests/Taiga,31,49,388,0.003196178935468197,0.075
Actinopterygii,Deserts & Xeric Shrublands,50,16,421,-0.0013595609925687313,0.611
Actinopterygii,"Mediterranean Forests, Woodlands & Scrub",9,16,421,-0.004708961816504598,0.881
Actinopterygii,Temperate Broadleaf & Mixed Forests,19,116,321,-0.0033175211865454912,0.989
Actinopterygii,Temperate Conifer Forests,18,45,392,0.0034316310193389654,0.096
Actinopterygii,"Temperate Grasslands, Savannas & Shrublands",14,33,404,-0.004645632670872146,0.964
Actinopterygii,"Tropical & Subtropical Grasslands, Savannas & Shrublands",49,67,370,0.0025411942042410374,0.114
Actinopterygii,Tropical & Subtropical Moist Broadleaf Forests,918,166,271,0.0011962505523115396,0.212
Actinopterygii,Tundra,12,27,410,0.008461866527795792,0.004
Insecta,Boreal Forests/Taiga,298,49,388,0.001648962264880538,0.068
Insecta,Deserts & Xeric Shrublands,440,16,421,-0.0011891922913491726,0.733
Insecta,"Mediterranean Forests, Woodlands & Scrub",361,16,421,-0.0006591149140149355,0.596
Insecta,Montane Grasslands & Shrublands,232,5,432,-0.0002763541415333748,0.501
Insecta,Temperate Broadleaf & Mixed Forests,1324,116,321,0.0005652713589370251,0.221
Insecta,Temperate Conifer Forests,456,45,392,-1.9904226064682007e-05,0.474
Insecta,"Temperate Grasslands, Savannas & Shrublands",592,33,404,-0.000617954705376178,0.71
Insecta,Tropical & Subtropical Coniferous Forests,265,5,432,3.535090945661068e-05,0.451
Insecta,"Tropical & Subtropical Grasslands, Savannas & Shrublands",810,67,370,-0.0003688149154186249,0.656
Insecta,Tropical & Subtropical Moist Broadleaf Forests,3741,166,271,0.0007860180921852589,0.125
Insecta,Tundra,79,27,410,0.0012190076522529125,0.204
Arachnida,Boreal Forests/Taiga,13,49,388,0.000538951251655817,0.325
Arachnida,Deserts & Xeric Shrublands,54,16,421,-0.004269875586032867,0.947
Arachnida,"Mediterranean Forests, Woodlands & Scrub",38,16,421,-0.001431174750905484,0.682
Arachnida,Temperate Broadleaf & Mixed Forests,97,116,321,0.00011239293962717056,0.468
Arachnida,Temperate Conifer Forests,22,45,392,-0.0013477285392582417,0.778
Arachnida,"Temperate Grasslands, Savannas & Shrublands",48,33,404,4.6895831474103034e-05,0.492
Arachnida,Tropical & Subtropical Coniferous Forests,11,5,432,-0.002596207079477608,0.691
Arachnida,"Tropical & Subtropical Grasslands, Savannas & Shrublands",68,67,370,-0.001411250326782465,0.84
Arachnida,Tropical & Subtropical Moist Broadleaf Forests,340,166,271,0.002549121156334877,0.003
Mollusca,Boreal Forests/Taiga,10,49,388,-0.00038077402859926224,0.602
Mollusca,Deserts & Xeric Shrublands,24,16,421,-0.003113285405561328,0.846
Mollusca,"Mediterranean Forests, Woodlands & Scrub",49,16,421,-0.0009828589390963316,0.63
Mollusca,Temperate Broadleaf & Mixed Forests,49,116,321,-0.0006708591245114803,0.745
Mollusca,Temperate Conifer Forests,67,45,392,0.0008363691158592701,0.301
Mollusca,"Temperate Grasslands, Savannas & Shrublands",18,33,404,-0.0013998837857798208,0.823
Mollusca,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23,67,370,-0.0011670981184579432,0.771
Mollusca,Tropical & Subtropical Moist Broadleaf Forests,230,166,271,0.002030562609434128,0.063
Mollusca,Tundra,9,27,410,0.0036832017358392477,0.076
