taxon_group,biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
all,Boreal Forests/Taiga,2587,49,388,0.0023527329904027283,0.0
all,Deserts & Xeric Shrublands,3611,16,421,0.0009842601139098406,0.065
all,"Mediterranean Forests, Woodlands & Scrub",1863,16,421,0.0027261892682872713,0.0
all,Montane Grasslands & Shrublands,1402,5,432,0.0016766609624028206,0.105
all,Temperate Broadleaf & Mixed Forests,5166,116,321,0.00134586775675416,0.0
all,Temperate Conifer Forests,3334,45,392,0.0005154842510819435,0.202
all,"Temperate Grasslands, Savannas & Shrublands",2954,33,404,-0.0005257078446447849,0.855
all,Tropical & Subtropical Coniferous Forests,1085,5,432,-0.0009308631997555494,0.794
all,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5429,67,370,0.00275179254822433,0.0
all,Tropical & Subtropical Moist Broadleaf Forests,13907,166,271,0.001286078302655369,0.0
all,Tundra,1965,27,410,0.0012666619149968028,0.139
Plantae,Boreal Forests/Taiga,1545,49,388,0.0030082513112574816,0.014
Plantae,Deserts & Xeric Shrublands,1250,16,421,0.0033203880302608013,0.083
Plantae,"Mediterranean Forests, Woodlands & Scrub",827,16,421,0.007660533708985895,0.001
Plantae,Montane Grasslands & Shrublands,526,5,432,-0.003215240780264139,0.758
Plantae,Temperate Broadleaf & Mixed Forests,2135,116,321,0.0037270637694746256,0.0
Plantae,Temperate Conifer Forests,1821,45,392,-0.00010465085506439209,0.52
Plantae,"Temperate Grasslands, Savannas & Shrublands",1172,33,404,-0.0001959395594894886,0.545
Plantae,Tropical & Subtropical Coniferous Forests,369,5,432,0.0015194443985819817,0.351
Plantae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1057,67,370,-0.0034900037571787834,0.996
Plantae,Tropical & Subtropical Moist Broadleaf Forests,2758,166,271,-0.00020656641572713852,0.591
Plantae,Tundra,1248,27,410,-0.0009089130908250809,0.682
Fungi,Boreal Forests/Taiga,77,49,388,0.0021451078355312347,0.065
Fungi,Deserts & Xeric Shrublands,8,16,421,0.0001540672965347767,0.457
Fungi,"Mediterranean Forests, Woodlands & Scrub",47,16,421,0.002595522440969944,0.131
Fungi,Temperate Broadleaf & Mixed Forests,186,116,321,0.0015536248683929443,0.052
Fungi,Temperate Conifer Forests,160,45,392,7.455423474311829e-05,0.463
Fungi,"Temperate Grasslands, Savannas & Shrublands",36,33,404,0.002662082202732563,0.066
Fungi,Tropical & Subtropical Coniferous Forests,26,5,432,0.0006852438673377037,0.425
Fungi,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23,67,370,-0.0029532629996538162,0.99
Fungi,Tropical & Subtropical Moist Broadleaf Forests,93,166,271,0.0010784696787595749,0.135
Fungi,Tundra,62,27,410,-0.0010458366014063358,0.707
Animalia,Boreal Forests/Taiga,10,49,388,0.0004940219223499298,0.415
Animalia,Deserts & Xeric Shrublands,19,16,421,-0.0008968472247943282,0.608
Animalia,"Mediterranean Forests, Woodlands & Scrub",31,16,421,-0.0016555560869164765,0.697
Animalia,Temperate Broadleaf & Mixed Forests,30,116,321,-0.0010998919606208801,0.829
Animalia,Temperate Conifer Forests,91,45,392,0.00279817427508533,0.076
Animalia,"Temperate Grasslands, Savannas & Shrublands",10,33,404,7.340963929891586e-05,0.493
Animalia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20,67,370,0.0018734587356448174,0.12
Animalia,Tropical & Subtropical Moist Broadleaf Forests,380,166,271,0.0028778621926903725,0.024
Animalia,Tundra,19,27,410,0.0035941549576818943,0.115
Mammalia,Boreal Forests/Taiga,115,49,388,-0.001222600694745779,0.747
Mammalia,Deserts & Xeric Shrublands,178,16,421,-0.000956973060965538,0.607
Mammalia,"Mediterranean Forests, Woodlands & Scrub",47,16,421,-0.0024023661389946938,0.764
Mammalia,Montane Grasslands & Shrublands,113,5,432,0.005030008032917976,0.21
Mammalia,Temperate Broadleaf & Mixed Forests,107,116,321,-0.0013081124052405357,0.847
Mammalia,Temperate Conifer Forests,104,45,392,-5.066394805908203e-06,0.515
Mammalia,"Temperate Grasslands, Savannas & Shrublands",91,33,404,-0.0013267537578940392,0.71
Mammalia,Tropical & Subtropical Coniferous Forests,25,5,432,0.0005620280280709267,0.441
Mammalia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",603,67,370,0.007427901960909367,0.0
Mammalia,Tropical & Subtropical Moist Broadleaf Forests,602,166,271,0.004736979492008686,0.001
Mammalia,Tundra,124,27,410,0.0022434331476688385,0.251
Aves,Boreal Forests/Taiga,461,49,388,0.001846314873546362,0.149
Aves,Deserts & Xeric Shrublands,1296,16,421,0.0008470104075968266,0.357
Aves,"Mediterranean Forests, Woodlands & Scrub",350,16,421,-0.001641538052354008,0.731
Aves,Montane Grasslands & Shrublands,483,5,432,0.007328131468966603,0.08
Aves,Temperate Broadleaf & Mixed Forests,1021,116,321,-0.0012972145341336727,0.871
Aves,Temperate Conifer Forests,472,45,392,0.0035568878520280123,0.02
Aves,"Temperate Grasslands, Savannas & Shrublands",839,33,404,-0.000562235014513135,0.568
Aves,Tropical & Subtropical Coniferous Forests,334,5,432,-0.00447460517170839,0.825
Aves,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2341,67,370,0.005311848362907767,0.0
Aves,Tropical & Subtropical Moist Broadleaf Forests,3455,166,271,0.0005083706928417087,0.327
Aves,Tundra,405,27,410,0.007634124252945185,0.002
Reptilia,Boreal Forests/Taiga,5,49,388,-0.0010341694578528404,0.708
Reptilia,Deserts & Xeric Shrublands,259,16,421,-0.0023538381792604923,0.774
Reptilia,"Mediterranean Forests, Woodlands & Scrub",77,16,421,-0.002843609545379877,0.845
Reptilia,Montane Grasslands & Shrublands,24,5,432,0.00356119591742754,0.202
Reptilia,Temperate Broadleaf & Mixed Forests,106,116,321,-0.0023209331557154655,0.978
Reptilia,Temperate Conifer Forests,52,45,392,-0.0017988276777032297,0.853
Reptilia,"Temperate Grasslands, Savannas & Shrublands",98,33,404,-0.0029434202006086707,0.946
Reptilia,Tropical & Subtropical Coniferous Forests,41,5,432,-0.0022289338521659374,0.646
