biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
"Mediterranean Forests, Woodlands & Scrub",60,16,421,0.0037594581954181194,0.004
Tropical & Subtropical Moist Broadleaf Forests,60,166,271,0.0030150741804391146,0.0
Tundra,60,27,410,0.002287417242769152,0.005
Deserts & Xeric Shrublands,60,16,421,0.0021286227856762707,0.051
"Temperate Grasslands, Savannas & Shrublands",60,33,404,0.00052658561617136,0.251
Montane Grasslands & Shrublands,60,5,432,-0.0002988451160490513,0.585
Temperate Broadleaf & Mixed Forests,60,116,321,-0.0005254452698864043,0.796
