biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
"Mediterranean Forests, Woodlands & Scrub",60,16,420,0.00566978205461055,0.0
Deserts & Xeric Shrublands,60,16,420,0.0030022499850019813,0.013
Tundra,60,27,409,0.002212060870078858,0.015
Tropical & Subtropical Moist Broadleaf Forests,60,165,271,0.00185098173096776,0.001
Temperate Broadleaf & Mixed Forests,60,116,320,7.664950680918992e-05,0.435
"Temperate Grasslands, Savannas & Shrublands",60,33,403,-0.00040341238491237164,0.712
Montane Grasslands & Shrublands,60,5,431,-0.0006302655674517155,0.649
