auroc_macro_mean,auroc_macro_std,n_biomes_scored,n_motifs,auroc_chance,stage
0.5717479435988245,0.03901505803300527,14,2564,0.5,raw_abstract
0.5827590670960259,0.03665886417091068,14,2564,0.5,hypv3_ru_abstract
0.5694608640942406,0.032572184499628606,14,2564,0.5,hypv4_ru_abstract
0.5685763396024273,0.03322063696323572,14,2564,0.5,hypv6_ru_abstract
0.5702943900563617,0.035057668592644656,14,2564,0.5,hypv7_ru_abstract
0.5707403588924475,0.03169240347391522,14,2564,0.5,hypv8_ru_abstract
0.6249151204228472,0.02706255350845858,14,2158,0.5,llm_clean_pass2
0.5969361360471777,0.04289301841355545,14,2158,0.5,llm_clean_abstract
