motif_id,n_biomes_assigned,z_true,z_threshold_95,keep_in_filtered
b28a,2,0.24381368636934522,2.828476905822754,True
b2g,2,1.2153618282749294,2.828476905822754,True
b19,3,0.5577249301837833,2.828476905822754,True
b33b,3,-1.6739813009842217,2.828476905822754,True
b42a,1,-0.945743628743204,2.828476905822754,True
b42e,2,1.2890918156224531,2.828476905822754,True
b42d,2,1.6024654214439893,2.828476905822754,True
b110,3,1.1696805938531443,2.828476905822754,True
b22,3,1.5337239409311092,2.828476905822754,True
a11c,3,1.8736441993676536,2.828476905822754,True
b28b,3,2.239110784938293,2.828476905822754,True
b30a,3,0.8268043446621471,2.828476905822754,True
b32,2,1.1829748815804946,2.828476905822754,True
b35a,3,0.23794543207025146,2.828476905822754,True
b42i,3,-0.7948873198924888,2.828476905822754,True
b42o1,2,-0.8645937199546426,2.828476905822754,True
b44d,2,0.49247084484688025,2.828476905822754,True
b30b,3,2.1273463876993164,2.828476905822754,True
b28d1,1,-0.9347068444373827,2.828476905822754,True
b23,3,0.31273038057485575,2.828476905822754,True
b48d,2,-0.43865399147252593,2.828476905822754,True
b38b,3,0.6183950486997041,2.828476905822754,True
b39,3,2.3416306976257024,2.828476905822754,True
b34,3,2.2210162596143506,2.828476905822754,True
b49a,3,0.5319034433435526,2.828476905822754,True
b44f,3,-0.7011004026908902,2.828476905822754,True
b28e,2,0.49346171048396686,2.828476905822754,True
b42l,3,0.37855862588789785,2.828476905822754,True
b49b,2,-0.9446965473066607,2.828476905822754,True
b42m1,1,0.4446600070364293,2.828476905822754,True
b67,3,2.4811822792681903,2.828476905822754,True
b42s,3,-1.0202883338070525,2.828476905822754,True
b61,2,-0.6388082466698279,2.828476905822754,True
b63,1,0.2402310686888016,2.828476905822754,True
b47a,3,2.369984235758665,2.828476905822754,True
b69b,2,0.13368798913730962,2.828476905822754,True
b42m,3,0.4307836788771772,2.828476905822754,True
b65,3,-0.124191454415505,2.828476905822754,True
b77c,1,1.7866187549844006,2.828476905822754,True
b64b,2,-1.4597855132781012,2.828476905822754,True
b42m2,3,-0.45805519531933214,2.828476905822754,True
b33f,3,-0.31065904091595237,2.828476905822754,True
b66,2,2.0211829866289954,2.828476905822754,True
b77b2,2,0.4271856912607767,2.828476905822754,True
b58,2,1.280255452990251,2.828476905822754,True
b68a,2,-0.19450880768718215,2.828476905822754,True
b64c,1,-1.7555029389685775,2.828476905822754,True
b55,2,1.5416884465274459,2.828476905822754,True
b75c,3,0.8152124771184681,2.828476905822754,True
b74b,1,0.3525975422272829,2.828476905822754,True
b42mn,3,-0.5144672303903289,2.828476905822754,True
b88,3,1.1012443794288216,2.828476905822754,True
b73a,3,1.24532870846872,2.828476905822754,True
