biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
"Mediterranean Forests, Woodlands & Scrub",60,16,421,0.005579260643571615,0.001
Tropical & Subtropical Moist Broadleaf Forests,60,166,271,0.002519116271287203,0.0
Tundra,60,27,410,0.002187916688853875,0.007
Deserts & Xeric Shrublands,60,16,421,0.001988805190194398,0.073
Temperate Broadleaf & Mixed Forests,60,116,321,-4.8492831410840154e-05,0.531
Montane Grasslands & Shrublands,60,5,432,-0.00017020804807543755,0.555
"Temperate Grasslands, Savannas & Shrublands",60,33,404,-0.0006609567208215594,0.801
