tradition_oid,group_Berezkin,lat,lon,biome_wwf,ecoregion,bbox_half_deg_used,total_available_in_final_bbox,n_sampled
763.0,Tamil,12.0,79.0,Tropical & Subtropical Dry Broadleaf Forests,South Deccan Plateau dry deciduous forests,0.5,3903,50
764.0,Tanana,64.5,-147.5,Boreal Forests/Taiga,Interior Alaska-Yukon lowland taiga,0.5,12727,50
765.0,Tapirape,-12.5,-51.5,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,1.0,507,50
766.0,Tarascan,19.0,-102.0,Tropical & Subtropical Dry Broadleaf Forests,Balsas dry forests,0.5,9497,50
767.0,Tariana,1.0,-69.5,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests,1.0,3286,50
768.0,Tasmania,-42.0,146.5,Temperate Broadleaf & Mixed Forests,Tasmanian Central Highland forests,0.5,15222,50
769.0,Tats,41.0,48.400001525878906,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,1328,50
770.0,Teda,18.0,21.0,Deserts & Xeric Shrublands,South Sahara desert,1.0,135,50
771.0,"Telugu, Chenchu",16.0,79.5,Deserts & Xeric Shrublands,Deccan thorn scrub forests,0.5,168,50
772.0,Temne,8.5,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,98,50
773.0,"Tenda, Biafada, Nalu",12.5,-13.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,0.5,1222,50
774.0,Tenetehara,-3.0,-48.0,Tropical & Subtropical Moist Broadleaf Forests,Tocantins/Pindare moist forests,0.5,167,50
775.0,"Tepecano,Tepehuan",23.0,-104.0,Deserts & Xeric Shrublands,Meseta Central matorral,0.5,3034,50
776.0,"Totonac, Tepehua",20.0,-97.0,Tropical & Subtropical Moist Broadleaf Forests,Veracruz moist forests,0.5,44075,50
777.0,Tequstlatec,16.600000381469727,-95.80000305175781,Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,0.5,4001,50
778.0,Terena,-19.5,-57.0,Flooded Grasslands & Savannas,Pantanal,0.5,3446,50
779.0,Teton,44.0,-102.0,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,11359,50
780.0,"Tiwa,Tewa,Towa",35.0,-106.5,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,136973,50
781.0,Thai (Thailand),15.0,101.0,Tropical & Subtropical Dry Broadleaf Forests,Central Indochina dry forests,0.5,7913,50
782.0,"Tai,Zhuang,Nung,Kho",22.5,105.5,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,0.5,779,50
783.0,Thompson,50.0,-121.19999694824219,Temperate Conifer Forests,Okanogan dry forests,0.5,29785,50
784.0,Ticuna,-4.0,-70.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,9167,50
785.0,Tillamook,45.5,-124.0,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,70930,50
786.0,"Timor,Leti,Lomblen",-9.0,125.5,Tropical & Subtropical Dry Broadleaf Forests,Timor and Wetar deciduous forests,0.5,5967,50
787.0,"Tjam,Ede,Jarai",13.0,108.5,Tropical & Subtropical Dry Broadleaf Forests,Southeast Indochina dry evergreen forests,0.5,329,50
788.0,Tlingit,58.0,-136.0,Tundra,Pacific Coastal Mountain icefields and tundra,0.5,4043,50
789.0,"Balantak,Loinang,Banggai",-1.0,122.5,Tropical & Subtropical Moist Broadleaf Forests,Sulawesi montane rain forests,0.5,1952,50
790.0,Toba,-26.0,-59.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Humid Chaco,0.5,1597,50
791.0,"Toda,Kota,Pulaya,Nayar,Kadar",10.0,76.5,Tropical & Subtropical Moist Broadleaf Forests,Malabar Coast moist forests,0.5,102568,50
792.0,Tofa,53.0,99.0,Montane Grasslands & Shrublands,Sayan alpine meadows and tundra,0.5,209,50
793.0,"Kanjobal,Chuj,Mocho",16.0,-92.0,Tropical & Subtropical Dry Broadleaf Forests,Chiapas Depression dry forests,0.5,9986,50
794.0,Tokelau,-9.245269775390625,-171.7913055419922,,,1.0,112,50
795.0,Tonga,-21.100000381469727,-175.1999969482422,Tropical & Subtropical Moist Broadleaf Forests,Tongan tropical moist forests,0.5,2486,50
796.0,"Tsonga,Soli,Sala,Lenje",-17.531600952148438,26.07508087158203,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry miombo woodlands,0.5,16115,50
797.0,Tonkawa,30.0,-97.0,Temperate Broadleaf & Mixed Forests,East Central Texas forests,0.5,121165,50
798.0,"Toradja, Mori",-2.3854498863220215,120.68160247802734,Tropical & Subtropical Moist Broadleaf Forests,Sulawesi montane rain forests,0.5,646,50
799.0,Torricelli Papuans,-3.700000047683716,142.5,Tropical & Subtropical Moist Broadleaf Forests,Northern New Guinea lowland rain and freshwater swamp forests,0.5,858,50
800.0,Trans New Guinea West,-4.0,137.0,Montane Grasslands & Shrublands,Papuan Central Range sub-alpine grasslands,0.5,1827,50
801.0,Trans NG East Highlands,-7.0,143.0,Tropical & Subtropical Moist Broadleaf Forests,Southern New Guinea lowland rain forests,1.0,151,50
802.0,"Dhoba,Ahir,Halba,Lohar,etc.",21.0,79.0,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests,0.5,2339,50
803.0,Trio,2.0,-56.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guianan savanna,2.0,6045,50
804.0,Truk district,5.300000190734863,153.6999969482422,Tropical & Subtropical Moist Broadleaf Forests,Carolines tropical moist forests,2.0,68,50
805.0,Trumai,-13.5,-53.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,83,50
806.0,Tsamai,5.5,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,0.5,507,50
807.0,Tsetsot,55.5,-129.8000030517578,Tundra,Pacific Coastal Mountain icefields and tundra,0.5,971,50
808.0,Tsimshian,54.5,-129.0,Temperate Conifer Forests,British Columbia coastal conifer forests,0.5,6465,50
809.0,"Sotho, Tswana",-27.5,26.5,Montane Grasslands & Shrublands,Highveld grasslands,0.5,818,50
810.0,Tuamotu,-18.100000381469727,-140.89999389648438,Tropical & Subtropical Moist Broadleaf Forests,Tuamotu tropical moist forests,2.0,71,50
811.0,Tuareg,21.0,5.0,Deserts & Xeric Shrublands,South Sahara desert,1.0,79,50
812.0,Tubatulabal,36.0,-118.19999694824219,Temperate Conifer Forests,Sierra Nevada forests,0.5,40883,50
813.0,Tundra Nenets,68.06575775146484,70.8671875,Tundra,Yamal-Gydan tundra,2.0,347,50
814.0,Tunebo,6.800000190734863,-72.30000305175781,Tropical & Subtropical Moist Broadleaf Forests,Cordillera Oriental montane forests,0.5,1018,50
815.0,Baikal Evenki,55.0,115.0,Boreal Forests/Taiga,East Siberian taiga,2.0,470,50
816.0,Evenki of China,51.5,123.0,Temperate Conifer Forests,Da Hinggan-Dzhagdy Mountains conifer forests,2.0,313,50
817.0,Far East Evenki,54.0,132.0,Boreal Forests/Taiga,Okhotsk-Manchurian taiga,2.0,957,50
818.0,Western Evenki,64.0,100.0,Boreal Forests/Taiga,East Siberian taiga,5.0,1483,50
819.0,Tunica,32.79999923706055,-91.19999694824219,Temperate Broadleaf & Mixed Forests,Mississippi lowland forests,0.5,4724,50
820.0,Tunisia Arabs,35.7902717590332,9.23095989227295,"Mediterranean Forests, Woodlands & Scrub",Mediterranean woodlands and forests,0.5,100,50
821.0,"Tupari,Makurap,Ajuru",-13.0,-64.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Beni savanna,0.5,111,50
822.0,Tupinamba,-23.0,-42.20000076293945,Tropical & Subtropical Moist Broadleaf Forests,Serra do Mar coastal forests,0.5,9743,50
823.0,"Turkana, Toposa",2.799999952316284,36.79999923706055,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Masai xeric grasslands and shrublands,0.5,304,50
824.0,Turkmen,39.0,60.0,Deserts & Xeric Shrublands,Central Asian southern desert,2.0,373,50
825.0,Tuscarora,36.0,-77.0,"Temperate Grasslands, Savannas & Shrublands",Mid-Atlantic US coastal savannas,0.5,17251,50
826.0,Tutchone,61.79999923706055,-137.5,Boreal Forests/Taiga,Watson Highlands taiga,0.5,1093,50
827.0,Tuvalu (Ellice),-8.5,179.1999969482422,Tropical & Subtropical Moist Broadleaf Forests,Western Polynesian tropical moist forests,0.5,1294,50
828.0,Tuvinians,47.67461013793945,89.4228515625,Temperate Conifer Forests,Altai montane forest and forest steppe,0.5,232,50
829.0,Tuvinians South Altai,51.0,94.0,Temperate Conifer Forests,Sayan montane conifer forests,0.5,688,50
830.0,Twana,48.099998474121094,-123.69999694824219,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,574750,50
831.0,Tseltal,16.5,-92.5999984741211,Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,0.5,50267,50
832.0,Tzotzil,17.0,-93.0,Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,0.5,67475,50
833.0,Tzutujil,14.5,-91.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Sierra Madre de Chiapas moist forests,0.5,5903,50
834.0,Udihe,45.0,134.5,Temperate Broadleaf & Mixed Forests,Ussuri broadleaf and mixed forests,0.5,165,50
835.0,Udin,41.0,47.5,Deserts & Xeric Shrublands,Azerbaijan shrub desert and steppe,0.5,3588,50
836.0,Udmurt,57.5,52.5,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,6481,50
837.0,Uduk,5.5,35.400001525878906,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,0.5,60,50
838.0,"Ugarit, Phoenicia",33.36779022216797,35.373538970947266,"Mediterranean Forests, Woodlands & Scrub",Eastern Mediterranean conifer-broadleaf forests,0.5,47339,50
839.0,Uilta,51.0,142.0,Boreal Forests/Taiga,Sakhalin Island taiga,0.5,109,50
840.0,Ukrainians,49.0,29.0,Temperate Broadleaf & Mixed Forests,Central European mixed forests,0.5,6087,50
841.0,"Ulithi, Ngulu",10.0,139.8000030517578,Tropical & Subtropical Dry Broadleaf Forests,Yap tropical dry forests,2.0,289,50
842.0,Umotina,-16.0,-58.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,0.5,102,50
843.0,"Walapai,Havasupai,Yavapai",34.5,-113.0,Deserts & Xeric Shrublands,Sonoran desert,0.5,9734,50
844.0,Upper Chinook,45.599998474121094,-122.0,Temperate Conifer Forests,Central-Southern Cascades Forests,0.5,131810,50
845.0,Kolchan,62.5,-155.0,Boreal Forests/Taiga,Interior Alaska-Yukon lowland taiga,1.0,62,50
846.0,"Upper Tanana,Tanacross",64.0,-142.0,Tundra,Interior Yukon-Alaska alpine tundra,0.5,254,50
847.0,Urarina,-4.199999809265137,-75.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,1.0,192,50
848.0,Urubu-Kaapor,-3.0,-45.0,Tropical & Subtropical Moist Broadleaf Forests,Tocantins/Pindare moist forests,0.5,646,50
849.0,"Urums, Rumei",47.20000076293945,37.29999923706055,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,1378,50
850.0,Ute,39.0,-109.0,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,21201,50
851.0,Uyghur,41.0,86.0,Temperate Broadleaf & Mixed Forests,Tarim Basin deciduous forests and steppe,2.0,223,50
852.0,Uzbek,39.0,66.0,"Temperate Grasslands, Savannas & Shrublands",Alai-Western Tian Shan steppe,0.5,3008,50
853.0,Vepsians,60.5,35.5,Boreal Forests/Taiga,Scandinavian and Russian taiga,0.5,323,50
854.0,Viets,19.1300106048584,105.654296875,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,0.5,128,50
855.0,Vilela,-24.659849166870117,-62.830078125,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,1.0,701,50
856.0,Wotians,59.79999923706055,28.5,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,7737,50
857.0,"Wa, Bulang",23.0,99.5,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,0.5,296,50
858.0,"Lassik,Catho,Mattole",40.123008728027344,-123.5166015625,Temperate Conifer Forests,Klamath-Siskiyou forests,0.5,26546,50
859.0,Waiwai,-0.5,-58.0,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests,2.0,2071,50
860.0,"Wahki,Ishkashimi,Munji",37.0,73.0,Montane Grasslands & Shrublands,Pamir alpine desert and tundra,0.5,136,50
861.0,Wales,52.0,-4.0,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,0.5,51309,50
862.0,"Wallis, Futuna",-13.0,-176.0,Tropical & Subtropical Moist Broadleaf Forests,Fiji tropical moist forests,0.5,286,50
863.0,"Uanano,Tucano proper,Arapaso",-0.20000000298023224,-69.0,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests,2.0,3477,50
864.0,Waorani,-1.100000023841858,-77.0,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,0.5,4822,50
865.0,Wapishana,3.0,-59.0,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests,0.5,319,50
866.0,Wappo,38.20000076293945,-122.5,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,1464937,50
867.0,Warao,9.0,-61.5,Tropical & Subtropical Moist Broadleaf Forests,Orinoco Delta swamp forests,1.0,141,50
868.0,"Tarahumara,Warihio",27.5,-107.5999984741211,Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,0.5,2698,50
869.0,Warli,20.200000762939453,73.0,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats moist deciduous forests,0.5,3431,50
870.0,Washo,39.0,-120.0,Temperate Conifer Forests,Sierra Nevada forests,0.5,174895,50
871.0,"Abenaki,Penobscot",44.5,-70.5,Temperate Broadleaf & Mixed Forests,New England-Acadian forests,0.5,40328,50
872.0,"Wayana, Aparai",3.0,-54.0,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests,0.5,1917,50
873.0,"Wayampi, Emerillon",2.3854498863220215,-52.351558685302734,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests,0.5,52,50
874.0,West Greenland Eskimo,67.0,-53.0,Tundra,Kalaallit Nunaat Arctic steppe,0.5,443,50
875.0,Western Apache,33.5,-110.5,Deserts & Xeric Shrublands,Sonoran desert,0.5,6750,50
876.0,Western Australia,-27.0,117.0,Deserts & Xeric Shrublands,Western Australian Mulga shrublands,0.5,118,50
877.0,Western Keres,35.0,-108.0,Temperate Conifer Forests,Arizona Mountains forests,0.5,6077,50
878.0,Durango Nahua,22.700000762939453,-104.5999984741211,Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,0.5,1002,50
879.0,Western Sahaptin,46.0,-120.5,Temperate Conifer Forests,Eastern Cascades forests,0.5,7413,50
880.0,Western Sahara & Mauritania,21.0,-13.011719703674316,Deserts & Xeric Shrublands,West Saharan montane xeric woodlands,0.5,144,50
881.0,Western Sami,67.89195251464844,19.757810592651367,Tundra,Scandinavian Montane Birch forest and grasslands,0.5,327,50
882.0,"Western Shoshoni,Gosiute",40.0,-115.0,Deserts & Xeric Shrublands,Great Basin shrub steppe,0.5,1531,50
883.0,Sym Evenki,60.25019073486328,87.62109375,Boreal Forests/Taiga,West Siberian taiga,2.0,59,50
884.0,Swampy Cree (Western),58.0,-94.0,Boreal Forests/Taiga,Southern Hudson Bay taiga,0.5,196,50
885.0,Tibetans: Ladakh,34.099998474121094,77.33999633789062,Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,0.5,2486,50
886.0,Western Wood Cree,56.0,-112.0,Boreal Forests/Taiga,Mid-Canada Boreal Plains forests,0.5,252,50
887.0,Wichita,33.0,-97.0,"Temperate Grasslands, Savannas & Shrublands",Texas blackland prairies,0.5,1462996,50
888.0,Winnebago,44.0,-89.0,"Temperate Grasslands, Savannas & Shrublands",Central US forest-grasslands transition,0.5,26510,50
889.0,Wintu,39.5,-122.5,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,47332,50
890.0,Wiyot,40.5,-124.19999694824219,Temperate Conifer Forests,Northern California coastal forests,0.5,142366,50
891.0,"Witoto,Ocaina",-2.0,-73.0,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests,1.0,133,50
892.0,Highland Ecuador,-1.0,-78.5,Montane Grasslands & Shrublands,Northern Andean páramo,0.5,40321,50
893.0,Yabarana,5.5,-66.30000305175781,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests,2.0,4459,50
894.0,"Itene,Wari,other Rondonia",-11.0,-63.0,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests,1.0,1297,50
895.0,Yaghnobi,39.29999923706055,69.0,"Temperate Grasslands, Savannas & Shrublands",Gissaro-Alai open woodlands,0.5,386,50
896.0,Yagua,-3.0,-71.5,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests,0.5,77,50
897.0,Yaka,-7.0,17.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Congolian forest-savanna,2.0,224,50
899.0,Yamana,-55.22621154785156,-68.31934356689453,Temperate Broadleaf & Mixed Forests,Magellanic subpolar forests,0.5,31888,50
900.0,"Yambasa, Banen",4.400000095367432,11.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Northern Congolian Forest-Savanna,0.5,280,50
901.0,Yami,22.0,121.5,Tropical & Subtropical Moist Broadleaf Forests,South Taiwan monsoon rain forests,0.5,15525,50
902.0,Yana,40.11540985107422,-121.84619903564453,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,93392,50
903.0,Yankton,45.5,-98.0,"Temperate Grasslands, Savannas & Shrublands",Canadian Aspen forests and parklands,0.5,1538,50
904.0,Yanomamo,2.0,-64.5,Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,2.0,80,50
905.0,"Yao, Macua",-12.5,37.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry miombo woodlands,0.5,266,50
906.0,Yap,9.3100004196167,138.60000610351562,Tropical & Subtropical Dry Broadleaf Forests,Yap tropical dry forests,0.5,187,50
907.0,Yaruro,6.0,-69.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Llanos,0.5,803,50
908.0,Yava,-7.847660064697266,111.25240325927734,Tropical & Subtropical Moist Broadleaf Forests,Eastern Java-Bali montane rain forests,0.5,2788,50
909.0,Yazguliami,38.400001525878906,71.5999984741211,Montane Grasslands & Shrublands,Pamir alpine desert and tundra,0.5,181,50
910.0,Yellowknife,65.0,-110.0,Tundra,Canadian Low Arctic tundra,1.0,121,50
911.0,Yemen,14.0,46.0,Deserts & Xeric Shrublands,Southwest Arabian highland xeric scrub,2.0,320,50
912.0,Yeyi,-18.5,23.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Zambezian mopane woodlands,0.5,3536,50
913.0,Yokuts,36.5,-120.0,"Temperate Grasslands, Savannas & Shrublands",California Central Valley grasslands,0.5,16578,50
914.0,"Yoruba,Nupe,Bini",8.0,4.5,Tropical & Subtropical Moist Broadleaf Forests,Nigerian lowland forests,0.5,539,50
915.0,"Yucatec, Itza",20.0,-88.5,Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,0.5,2424,50
916.0,Yuchi,30.5,-81.5,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,113820,50
917.0,Yogur,39.0,100.0,Deserts & Xeric Shrublands,Alashan Plateau semi-desert,0.5,411,50
919.0,Yuki,39.5,-123.0,Temperate Conifer Forests,Klamath-Siskiyou forests,0.5,44303,50
920.0,"Yuma,Mohave,Maricopa",33.0,-114.5999984741211,Deserts & Xeric Shrublands,Sonoran desert,0.5,23279,50
921.0,Yukpa,9.5,-76.0,Mangroves,Amazon-Orinoco-Southern Caribbean mangroves,0.5,2998,50
922.0,Yuracare,-17.0,-67.0,Tropical & Subtropical Dry Broadleaf Forests,Bolivian montane dry forests,0.5,504,50
923.0,Yurok,41.5,-124.0,Temperate Conifer Forests,Northern California coastal forests,0.5,108149,50
924.0,Zaghawa,16.0,22.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,1.0,109,50
925.0,"Zande,Nzakara",4.5,25.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Northern Congolian Forest-Savanna,0.5,108,50
926.0,Zaparo,-2.5,-75.0,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,1.0,181,50
927.0,"Zapotec,Chatino",16.5,-96.5,Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,0.5,17670,50
928.0,Zoque,16.752649307250977,-92.7197265625,Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,0.5,61988,50
929.0,Avesta; Pekhlevi texts,36.0,61.0,Montane Grasslands & Shrublands,Kopet Dag woodlands and forest steppe,1.0,230,50
930.0,"Zulu,Swasi",-28.5,30.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Drakensberg Escarpment savanna and thicket,0.5,4122,50
931.0,Zuni,35.0,-109.0,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,1458,50
10001.0,Central Philippines,12.0,122.5,Tropical & Subtropical Moist Broadleaf Forests,Greater Negros-Panay rain forests,0.5,845,50
10002.0,Wallons,50.29999923706055,5.199999809265137,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,0.5,51891,50
10004.0,Himachali Pahari,31.0,77.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,0.5,6587,50
10005.0,Almora (Rangkas),29.649999618530273,79.69999694824219,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,0.5,16356,50
10006.0,Japan AD 700-1700,35.0,135.5,Temperate Broadleaf & Mixed Forests,Taiheiyo evergreen forests,0.5,57725,50
10007.0,Japanese folklore,36.0,140.0,Temperate Broadleaf & Mixed Forests,Taiheiyo evergreen forests,0.5,107691,50
10008.0,Tundra Yukaghir (Lower Kolyma),68.72000122070312,158.6999969482422,Boreal Forests/Taiga,Northeast Siberian taiga,5.0,261,50
10009.0,Forest Yukaghir (Upper Kolyma),65.48999786376953,151.07000732421875,Boreal Forests/Taiga,Northeast Siberian taiga,5.0,1914,50
10010.0,"Hani, Akha",22.799999237060547,104.0,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,0.5,1995,50
10011.0,Salars,35.849998474121094,102.4800033569336,Montane Grasslands & Shrublands,Tibetan Plateau alpine shrublands and meadows,0.5,76,50
10012.0,Xinca,13.954899787902832,-90.5,Tropical & Subtropical Moist Broadleaf Forests,Sierra Madre de Chiapas moist forests,0.5,4679,50
10013.0,Wolof,15.199999809265137,-16.200000762939453,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,0.5,317,50
10014.0,Fula (Pular),13.5,-13.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,0.5,2822,50
10015.0,Serer,13.699999809265137,-16.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,0.5,14016,50
10016.0,Trans NG East Lowlands North,-6.316760063171387,146.966796875,Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,0.5,232,50
10017.0,Portuguese,39.0,-8.5,"Mediterranean Forests, Woodlands & Scrub",Southwest Iberian Mediterranean sclerophyllous and mixed forests,0.5,71851,50
10018.0,Galicians,42.79100036621094,-8.017000198364258,Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,0.5,52202,50
10020.0,Kannada; Kuruba,13.5,76.5,Deserts & Xeric Shrublands,Deccan thorn scrub forests,0.5,691,50
10021.0,Trans NG East Lowlands South,-8.261019706726074,142.615234375,Tropical & Subtropical Moist Broadleaf Forests,Southern New Guinea freshwater swamp forests,1.0,278,50
10022.0,Tulu,12.6428804397583,75.25155639648438,Tropical & Subtropical Moist Broadleaf Forests,South Western Ghats montane rain forests,0.5,23800,50
10023.0,"NW Yakuts (Yessey,Anabar,Olenyok, Lower Lena)",68.5,112.44999694824219,Boreal Forests/Taiga,East Siberian taiga,5.0,981,50
10024.0,Fujian Chinese,26.09695053100586,119.26966094970703,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,0.5,12268,50
10025.0,Henan Chinese,34.741825103759766,113.62654113769531,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,0.5,1174,50
10026.0,Maldives,4.185804843902588,73.5306396484375,Tropical & Subtropical Moist Broadleaf Forests,Maldives-Lakshadweep-Chagos Archipelago tropical moist forests,0.5,10350,50
10027.0,"NE Yakuts (Yana,Indigirka,Kolyma)",65.21086120605469,143.097900390625,Boreal Forests/Taiga,Northeast Siberian taiga,2.0,106,50
10029.0,Jiangsu and Zhejang Chinese,30.265178680419922,120.15425109863281,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,0.5,36917,50
10030.0,Sichuan Chinese,30.629478454589844,104.07117462158203,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,0.5,7598,50
10031.0,"Kumandin,Chelkan,Tubalar",52.0,86.0,"Temperate Grasslands, Savannas & Shrublands",Kazakh forest steppe,0.5,23151,50
10032.0,Icelanders (after A.D. 1800),64.5,-20.0,Boreal Forests/Taiga,Iceland boreal birch forests and alpine tundra,0.5,2555,50
10033.0,"Western Yakuts (Olyokma,Vilyuy)",60.66109848022461,120.219482421875,Boreal Forests/Taiga,East Siberian taiga,0.5,79,50
10034.0,Tujia,27.90250015258789,108.7427749633789,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,0.5,533,50
10035.0,"Gulf: Kuwait,Bahrain,Qatar,Oman",23.012279510498047,56.4654541015625,Deserts & Xeric Shrublands,South Arabian plains and plateau desert,0.5,83,50
10036.0,Teleut,54.369998931884766,86.22000122070312,"Temperate Grasslands, Savannas & Shrublands",South Siberian forest steppe,0.5,15208,50
10037.0,Central Yakuts,62.012916564941406,129.688232421875,Boreal Forests/Taiga,East Siberian taiga,0.5,3645,50
10038.0,Arabs: Iraq,32.573001861572266,43.79100036621094,Deserts & Xeric Shrublands,North Arabian desert,0.5,76,50
10039.0,Liaoning and Jilin Chinese,41.79829025268555,123.43490600585938,Temperate Broadleaf & Mixed Forests,Northeast China Plain deciduous forests,0.5,1497,50
10040.0,"Norvegians, Faroe islanders",62.0,8.77929973602295,Tundra,Scandinavian Montane Birch forest and grasslands,0.5,1595,50
