tradition_oid,group_Berezkin,lat,lon,biome_wwf,ecoregion,bbox_half_deg_used,total_available_in_final_bbox,n_sampled
1.0,Abaza (Abazins),44.20000076293945,42.0,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,3059,50
2.0,Abkhaz,43.15993881225586,40.64619064331055,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,13173,50
3.0,Aceh,5.300000190734863,95.5999984741211,Tropical & Subtropical Moist Broadleaf Forests,Sumatran lowland rain forests,0.5,456,50
4.0,Ache,-25.0,-55.5,Tropical & Subtropical Moist Broadleaf Forests,Alto Paraná Atlantic forests,1.0,15151,50
5.0,Achomavi,40.68373107910156,-121.45580291748048,Temperate Conifer Forests,Central-Southern Cascades Forests,0.5,41656,50
6.0,"Acoli,Alur,Lango",2.700000047683716,32.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Victoria Basin forest-savanna,0.5,151,50
7.0,Aguaruna,-5.0,-78.5,Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera Real montane forests,0.5,465,50
8.0,Aimara,-17.256929397583008,-68.6484375,Montane Grasslands & Shrublands,Central Andean dry puna,0.5,503,50
9.0,Ainu,43.0,143.0,Temperate Broadleaf & Mixed Forests,Hokkaido deciduous forests,0.5,802,50
10.0,"Aka,Baka a.o.Western Pygmies",2.0,17.0,Tropical & Subtropical Moist Broadleaf Forests,Western Congolian swamp forests,0.5,74,50
11.0,"Akan,Ashanti,Akwapim,Tvi",6.5,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,0.5,2498,50
12.0,Akawai,7.0,-60.0,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests,0.5,77,50
13.0,"Akkad,Assyria,Babylon",33.0,44.0,Deserts & Xeric Shrublands,North Arabian desert,0.5,752,50
14.0,Akuriyo,3.200000047683716,-55.400001525878906,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests,0.5,405,50
15.0,"Alabama,Koasati",32.0,-87.0,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,10513,50
16.0,Albanians,41.5,20.0,"Mediterranean Forests, Woodlands & Scrub",Pindus Mountains mixed forests,0.5,5719,50
17.0,Alsea,44.5,-123.9000015258789,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,112562,50
18.0,Aleut,53.61074066162109,-166.44039916992188,Tundra,Aleutian Islands tundra,0.5,2420,50
19.0,Algeria Arabs,33.84000015258789,4.109379768371582,"Mediterranean Forests, Woodlands & Scrub",Mediterranean dry woodlands and steppe,1.0,1144,50
20.0,Algonkian proper,47.0,-77.0,Temperate Broadleaf & Mixed Forests,Eastern Canadian Forest-Boreal transition,0.5,657,50
21.0,"Alor, Solor",-8.300000190734863,124.0,Tropical & Subtropical Dry Broadleaf Forests,Lesser Sundas deciduous forests,0.5,2217,50
22.0,"Cashinahua,Mayoruna",-8.0,-72.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,2182,50
23.0,Amhara,11.5,38.0,Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,0.5,109,50
24.0,Ami,23.399999618530277,121.3499984741211,Tropical & Subtropical Moist Broadleaf Forests,Taiwan subtropical evergreen forests,0.5,105075,50
25.0,Amuesha,-9.5,-75.5,Tropical & Subtropical Moist Broadleaf Forests,Peruvian Yungas,0.5,703,50
26.0,Anambe,-5.0,-51.5,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests,1.0,76,50
27.0,Turks,38.0,34.0,Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,0.5,1925,50
28.0,Ancient Egypt,27.5,30.700000762939453,Deserts & Xeric Shrublands,East Sahara Desert,1.0,330,50
29.0,Ancient Greece,37.5,24.0,"Mediterranean Forests, Woodlands & Scrub",Aegean and Western Turkey sclerophyllous and mixed forests,0.5,34368,50
30.0,Ancient Italy,42.0,13.5,Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,0.5,29373,50
31.0,Andaman,12.0,92.5,Tropical & Subtropical Moist Broadleaf Forests,Andaman Islands rain forests,0.5,8096,50
32.0,Andoque,-0.5,-73.5,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea,1.0,105,50
33.0,Apinaye,-6.0,-48.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,0.5,97,50
34.0,Arabs (literary tradition),32.0,40.0,Deserts & Xeric Shrublands,North Arabian desert,2.0,55,50
35.0,Arabs: Egypt,30.376449584960938,31.175779342651367,Flooded Grasslands & Savannas,Nile Delta flooded savanna,0.5,3950,50
37.0,Arabs: Libya,30.0,17.0,Deserts & Xeric Shrublands,North Saharan Xeric Steppe and Woodland,5.0,608,50
38.0,Arabs of Sudan,15.0,30.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,5.0,1541,50
39.0,"Arabs: Palestine,Syria,Lebanon",34.109230041503906,37.994140625,Deserts & Xeric Shrublands,Mesopotamian shrub desert,2.0,5582,50
40.0,Aragon,42.20000076293945,0.0,"Mediterranean Forests, Woodlands & Scrub",Iberian sclerophyllous and semi-deciduous forests,0.5,48244,50
41.0,Arapaho,40.0,-103.0,"Temperate Grasslands, Savannas & Shrublands",Western shortgrass prairie,0.5,924,50
42.0,Arikara,45.0,-100.5,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,205,50
43.0,Armenians,39.92951965332031,43.65380859375,"Temperate Grasslands, Savannas & Shrublands",Eastern Anatolian montane steppe,0.5,1277,50
44.0,Arnham Land,-14.0,133.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Arnhem Land tropical savanna,0.5,99,50
45.0,Ashaninca,-11.5,-74.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Peruvian Yungas,0.5,1297,50
46.0,AsiaticEskimo,65.0,-173.0,Tundra,Chukchi Peninsula tundra,0.5,518,50
47.0,Assamese,25.0,91.0,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,0.5,1684,50
48.0,Assiniboine,50.0,-104.5,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,15679,50
49.0,Astrakhan Tatars and Nogai,47.0,47.5,Deserts & Xeric Shrublands,Caspian lowland desert,0.5,2025,50
50.0,"Asurini,Paracana.",-2.5,-49.5,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests,0.5,120,50
51.0,Atacameno,-23.5,-70.0,Deserts & Xeric Shrublands,Atacama desert,0.5,3142,50
52.0,Athna,62.0,-145.0,Boreal Forests/Taiga,Copper Plateau taiga,0.5,631,50
53.0,Atsugevi,40.08000183105469,-121.0,Temperate Conifer Forests,Sierra Nevada forests,0.5,54038,50
54.0,Attikamek,47.5,-74.0,Temperate Broadleaf & Mixed Forests,Eastern Canadian Forest-Boreal transition,0.5,394,50
55.0,"Avar,Andi,Akhvakh",42.400001525878906,46.70000076293945,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,13550,50
56.0,Ayacucho dep.,-14.0,-74.30000305175781,Montane Grasslands & Shrublands,Central Andean puna,0.5,204,50
57.0,Ayoreo,-20.0,-60.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,0.5,104,50
58.0,Azerbaijan,39.0,48.0,Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,0.5,468,50
59.0,Aztec,19.5,-99.0,Deserts & Xeric Shrublands,Central Mexican matorral,0.5,363759,50
60.0,Baffin Land Eskimo,65.0,-66.0,Tundra,Canadian Middle Arctic Tundra,2.0,168,50
61.0,"Banhar,Moi,Sedang",16.0,108.5,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,0.5,5677,50
62.0,Bakairi,-14.0,-55.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,822,50
63.0,Balahi,21.799999237060547,76.5,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests,0.5,1230,50
64.0,"Bali, Lombok",-8.457050323486328,115.4833984375,Tropical & Subtropical Moist Broadleaf Forests,Eastern Java-Bali montane rain forests,0.5,75098,50
65.0,Baluch,28.0,63.0,Deserts & Xeric Shrublands,Registan-North Pakistan sandy desert,2.0,75,50
66.0,"Banda,Gbaya,Ngbandi,Manja",7.0,20.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,5.0,9926,50
67.0,"Baniwa, Bare, Piapoco",1.5,-68.5,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana,2.0,3786,50
68.0,Bannock,43.0,-112.0,Deserts & Xeric Shrublands,Snake-Columbia shrub steppe,0.5,42570,50
69.0,"Barasana,Taibano,Makuna",0.20000000298023224,-70.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,1.0,985,50
70.0,Bari,9.5,-73.0,Tropical & Subtropical Moist Broadleaf Forests,Cordillera Oriental montane forests,0.5,520,50
71.0,"Bari, Kakwa",5.5,31.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Northern Congolian Forest-Savanna,1.0,426,50
72.0,Bashkir,54.0,57.0,Temperate Broadleaf & Mixed Forests,East European forest steppe,0.5,2917,50
73.0,Basque,43.0,-1.5,Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,0.5,71149,50
74.0,Batak; Gayo,2.299999952316284,98.9000015258789,Tropical & Subtropical Moist Broadleaf Forests,Sumatran montane rain forests,0.5,927,50
75.0,Beaver,57.0,-120.0,Temperate Conifer Forests,Alberta-British Columbia foothills forests,0.5,105,50
76.0,Bedja,19.5,36.5,Deserts & Xeric Shrublands,South Sahara desert,1.0,180,50
77.0,Bella Coola,51.79999923706055,-127.0,Temperate Conifer Forests,British Columbia coastal conifer forests,0.5,535,50
78.0,"Bemba,Kaonde,Lamba",-11.5,28.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Central Zambezian wet miombo woodlands,0.5,194,50
79.0,Bengali,23.0,89.0,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,0.5,1495,50
80.0,"Tiv,Jukun,Mbete,Wute,Ekoi",7.0,10.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,1.0,634,50
81.0,Tunisia Berber,33.29999923706055,9.5,Deserts & Xeric Shrublands,North Saharan Xeric Steppe and Woodland,0.5,432,50
82.0,Bering Strait Inupiat,65.78996276855469,-165.64849853515625,Tundra,Beringia upland tundra,1.0,1837,50
83.0,"Bhil, Barela-Bhilala",23.399999618530273,74.4000015258789,Tropical & Subtropical Dry Broadleaf Forests,Khathiar-Gir dry deciduous forests,1.0,673,50
84.0,"Baiga,Bhuiya,Bhumiya",23.0,81.0,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,0.5,80,50
85.0,"Baule, Nzema, Agni",7.5,-4.0,Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,1.0,377,50
86.0,Bilin,15.5,38.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,1.0,146,50
87.0,Biloxi,30.5,-89.0,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,85354,50
88.0,Biu-Mandara,10.734869956970215,13.043950080871582,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,1.0,79,50
89.0,Blackfoot,51.0,-112.5,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,27888,50
90.0,"Boa,Komo,Nyanga",0.0,27.0,Tropical & Subtropical Moist Broadleaf Forests,Northeast Congolian lowland forests,2.0,579,50
91.0,Bobo,11.5,-4.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,0.5,198,50
92.0,Chiriguano,-17.0,-64.0,Tropical & Subtropical Dry Broadleaf Forests,Chiquitano dry forests,0.5,749,50
93.0,"Bondo,Didayi,Gutob",18.25,82.18000030517578,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,0.5,1028,50
94.0,Bongo,7.5,28.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,5.0,11038,50
95.0,Bora,-2.5,-72.0,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea,1.0,4492,50
96.0,Bororo,-15.5,-54.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,470,50
97.0,Boruca,8.899999618530273,-83.30000305175781,Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,0.5,109812,50
98.0,Bosnia Muslims,44.0,18.0,Temperate Broadleaf & Mixed Forests,Dinaric Mountains mixed forests,0.5,4975,50
99.0,Botocudo,-17.0,-41.0,Tropical & Subtropical Moist Broadleaf Forests,Bahia interior forests,0.5,52,50
100.0,"Bozo,Sorko",14.0,-5.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,1.0,176,50
101.0,Brahui,29.0,66.0,Deserts & Xeric Shrublands,Baluchistan xeric woodlands,0.5,137,50
102.0,Bretagne,48.23725128173828,-3.956049919128418,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,0.5,41323,50
103.0,"Bribri,Cabecar",9.5,-83.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Talamancan montane forests,0.5,100163,50
104.0,"Bugi, Macassar",-5.0,119.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Sulawesi montane rain forests,0.5,4532,50
105.0,Bukhara Arabs,39.79999923706055,64.5,Deserts & Xeric Shrublands,Central Asian southern desert,0.5,1408,50
106.0,Bulgarians,42.5,25.0,Temperate Broadleaf & Mixed Forests,Balkan mixed forests,0.5,23253,50
107.0,Bunak,-9.300000190734863,125.19999694824219,Tropical & Subtropical Dry Broadleaf Forests,Timor and Wetar deciduous forests,0.5,437,50
108.0,"Burmese,Intha,Arakan",20.0,95.0,Tropical & Subtropical Dry Broadleaf Forests,Irrawaddy dry forests,1.0,291,50
109.0,Burusho,36.599998474121094,75.0,Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,0.5,235,50
110.0,Buryat,52.0,107.0,Boreal Forests/Taiga,Trans-Baikal conifer forests,0.5,5103,50
111.0,Bushmen,-26.0,20.0,Deserts & Xeric Shrublands,Kalahari xeric savanna,0.5,3922,50
112.0,"Kuba,Dengese,Bushoongo,Yansi",-4.0,21.5,Tropical & Subtropical Moist Broadleaf Forests,Central Congolian lowland forests,2.0,1074,50
113.0,Byelorussians,53.0,27.0,Temperate Broadleaf & Mixed Forests,Central European mixed forests,0.5,2659,50
114.0,Caddo,33.0,-95.0,Temperate Conifer Forests,Piney Woods,0.5,42447,50
115.0,Caduveo,-22.0,-57.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,0.5,112,50
116.0,"Cahuilla, Cupeno",33.5,-117.5,"Mediterranean Forests, Woodlands & Scrub",California coastal sage and chaparral,0.5,866189,50
117.0,"Ramkokamekra,Apaniekra",-6.5,-44.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,0.5,71,50
118.0,Karaja,-10.5,-50.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,492,50
119.0,Caribou,65.0,-97.0,Tundra,Canadian Low Arctic tundra,0.5,168,50
120.0,Kariri,-11.5,-40.29999923706055,Tropical & Subtropical Dry Broadleaf Forests,Caatinga,0.5,414,50
121.0,Carrier,53.5,-123.0,Temperate Conifer Forests,Fraser Plateau and Basin conifer forests,0.5,14701,50
122.0,Cashibo,-8.800000190734863,-75.5,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests,0.5,501,50
123.0,Catalonia,41.29999923706055,2.0,"Mediterranean Forests, Woodlands & Scrub",Northeast Spain and Southern France Mediterranean forests,0.5,187571,50
124.0,Catawba,36.0,-79.5,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,0.5,249054,50
125.0,Cayapa (Chachi),1.0,-79.0,Tropical & Subtropical Moist Broadleaf Forests,Western Ecuador moist forests,0.5,3572,50
126.0,Cayapo,-8.0,-51.0,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,2.0,5918,50
127.0,Central Australia,-23.5,133.0,Deserts & Xeric Shrublands,Central Ranges xeric scrub,0.5,4201,50
129.0,"Bunun,Tsou,Kanabu",23.399999618530273,121.0,Tropical & Subtropical Moist Broadleaf Forests,Taiwan subtropical evergreen forests,0.5,291249,50
130.0,Tibetans (U-Tsang),30.54690933227539,88.8359375,Montane Grasslands & Shrublands,Tibetan Plateau alpine shrublands and meadows,2.0,551,50
131.0,Central Vanuatu,-15.0,167.5,Tropical & Subtropical Moist Broadleaf Forests,Vanuatu rain forests,0.5,749,50
132.0,Central Yupiq,60.0,-160.0,Tundra,Ahklun and Kilbuck Upland Tundra,0.5,55,50
133.0,Sepik-Ramu Papuans,-4.300000190734863,143.0,Tropical & Subtropical Moist Broadleaf Forests,Northern New Guinea lowland rain and freshwater swamp forests,1.0,1025,50
134.0,Ceram,-3.299999952316284,128.0,Tropical & Subtropical Moist Broadleaf Forests,Seram rain forests,0.5,3459,50
135.0,Chacobo,-12.0,-66.0,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,51,50
136.0,"Chagga, Digo",-4.0,38.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Northern Acacia-Commiphora bushlands and thickets,0.5,2899,50
137.0,Chamacoco,-21.0,-59.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,1.0,260,50
138.0,Chamorro,15.0,145.5,Tropical & Subtropical Dry Broadleaf Forests,Marianas tropical dry forests,0.5,7262,50
139.0,Chayahuita,-5.800000190734863,-77.0,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests,0.5,3793,50
140.0,Chechen,43.16849899291992,46.054931640625,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,6662,50
141.0,"Chelan, Wenatchi",47.5,-120.0,"Temperate Grasslands, Savannas & Shrublands",Palouse prairie,0.5,15969,50
142.0,Chemehuevi,34.70000076293945,-115.30000305175781,Deserts & Xeric Shrublands,Mojave desert,0.5,21506,50
143.0,"Adyghe, Kabardin",44.40953063964844,40.786128997802734,Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,0.5,17839,50
144.0,Chero,22.5,87.0,Tropical & Subtropical Dry Broadleaf Forests,Chhota-Nagpur dry deciduous forests,0.5,7148,50
145.0,Cherokee,35.0,-83.5,Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,0.5,123854,50
146.0,Cheyenne,43.0,-104.0,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,5959,50
147.0,Chilcotin,52.0,-124.0,Temperate Conifer Forests,Fraser Plateau and Basin conifer forests,0.5,3033,50
148.0,Chimila,9.5,-74.5,Tropical & Subtropical Moist Broadleaf Forests,Magdalena-Urabá moist forests,0.5,1191,50
149.0,"Chin,Kuki,Lakher,Mizo,Lushei",23.0,93.0,Tropical & Subtropical Moist Broadleaf Forests,Mizoram-Manipur-Kachin rain forests,0.5,909,50
150.0,"Chin-Naga(Rengma,Ao,Angami etc",26.0,95.0,Tropical & Subtropical Coniferous Forests,Northeast India-Myanmar pine forests,0.5,342,50
151.0,"Chinantec,Mazatec",17.0,-97.5,Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,0.5,13002,50
152.0,Chinese folklore,30.0,115.0,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,0.5,333,50
153.0,Chipaya,-18.5,-67.0,Montane Grasslands & Shrublands,Central Andean dry puna,0.5,265,50
154.0,Chipewyan,60.0,-106.0,Boreal Forests/Taiga,Northern Canadian Shield taiga,2.0,140,50
155.0,Chiricahua Apache,33.0,-108.0,Temperate Conifer Forests,Arizona Mountains forests,0.5,27432,50
156.0,Chitimacha,29.899999618530273,-91.5,Temperate Broadleaf & Mixed Forests,Mississippi lowland forests,0.5,63644,50
157.0,Choco,5.864630222320557,-77.087890625,Tropical & Subtropical Moist Broadleaf Forests,Chocó-Darién moist forests,0.5,5423,50
158.0,"Choktaw,Chichasaw",33.0,-88.5,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,30370,50
159.0,Chol,17.799999237060547,-92.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Pantanos de Centla,0.5,14954,50
160.0,Chontal,18.0,-93.0,Tropical & Subtropical Moist Broadleaf Forests,Pantanos de Centla,0.5,15358,50
161.0,Chorote,-21.5,-62.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry Chaco,0.5,429,50
162.0,Chorti,15.199999809265137,-89.0,Tropical & Subtropical Moist Broadleaf Forests,Central American Atlantic moist forests,0.5,4420,50
163.0,Chugach,60.20000076293945,-148.0,Temperate Conifer Forests,Northern Pacific Alaskan coastal forests,0.5,565,50
164.0,Chukchi,67.0,-179.0,Tundra,Chukchi Peninsula tundra,1.0,145,50
165.0,Chulym Turks,57.0,86.0,Temperate Broadleaf & Mixed Forests,Western Siberian hemiboreal forests,0.5,14361,50
166.0,Chumash,34.5,-120.0,"Mediterranean Forests, Woodlands & Scrub",California montane chaparral and woodlands,0.5,208447,50
167.0,Chuvash,55.0,47.5,Temperate Broadleaf & Mixed Forests,East European forest steppe,0.5,28267,50
168.0,Coast Miwok,38.0,-122.80000305175781,Temperate Conifer Forests,Northern California coastal forests,0.5,1248242,50
169.0,"Omagua, Cocama",-4.0,-64.5,Tropical & Subtropical Moist Broadleaf Forests,Juruá-Purus moist forests,0.5,67,50
170.0,Cocopa,32.20000076293945,-115.0,Deserts & Xeric Shrublands,Sonoran desert,0.5,15806,50
171.0,"Kalispel,Coeur d'Alene",47.5,-117.0,Temperate Conifer Forests,Northern Rockies conifer forests,0.5,55925,50
172.0,Colorado (Tsachila),-0.4000000059604645,-79.0,Tropical & Subtropical Moist Broadleaf Forests,Northwest Andean montane forests,0.5,92025,50
173.0,Comanche,32.0,-102.0,"Temperate Grasslands, Savannas & Shrublands",Western shortgrass prairie,0.5,18227,50
174.0,Comoros Islands,-12.0,44.0,Tropical & Subtropical Moist Broadleaf Forests,Comoros forests,0.5,945,50
175.0,"Comox,Pentlatch",50.0,-125.0,Temperate Conifer Forests,British Columbia coastal conifer forests,0.5,136911,50
176.0,Kongo,-6.5,14.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Western Congolian forest-savanna,2.0,807,50
177.0,Coos,43.400001525878906,-124.19999694824219,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,30502,50
178.0,Copper Eskimo,68.5,-108.0,Tundra,Canadian Middle Arctic Tundra,2.0,295,50
179.0,Cora,22.0,-104.80000305175781,Tropical & Subtropical Dry Broadleaf Forests,Sinaloan dry forests,0.5,9997,50
180.0,Ohlone,36.79999923706055,-122.0,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,1065695,50
181.0,Kraho,-8.300000190734863,-48.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,0.5,76,50
182.0,"Creek, Seminole",33.0,-86.0,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,0.5,62043,50
183.0,Crenye,-4.0,-45.0,Tropical & Subtropical Dry Broadleaf Forests,Maranhão Babaçu forests,0.5,144,50
184.0,Cuba Mestizos,18.5,-71.0,Tropical & Subtropical Dry Broadleaf Forests,Hispaniolan dry forests,0.5,7064,50
185.0,"Chuvans, Markovo",64.5,170.0,Tundra,Russian Bering tundra,5.0,3779,50
186.0,Russkoye Ustye,71.08000183105469,149.1699981689453,Tundra,Northeast Siberian coastal tundra,2.0,88,50
187.0,Crimea Tatars,45.0,34.0,Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,0.5,148100,50
188.0,Croatians,44.5,15.5,Temperate Broadleaf & Mixed Forests,Dinaric Mountains mixed forests,0.5,33911,50
189.0,"Efik, Ibibio, Ikom",5.5,8.0,Tropical & Subtropical Moist Broadleaf Forests,Cross-Niger transition forests,0.5,261,50
190.0,Crow,47.0,-109.0,"Temperate Grasslands, Savannas & Shrublands",Montana Valley and Foothill grasslands,0.5,10090,50
191.0,Cubeo,1.2999999523162842,-70.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,0.5,3283,50
192.0,Cuiva,8.0,-72.0,Tropical & Subtropical Moist Broadleaf Forests,Venezuelan Andes montane forests,0.5,2210,50
193.0,"Culina,Araua,Apurina",-11.0,-71.0,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,1.0,2321,50
194.0,Kuna,8.317779541015625,-77.15406036376953,Tropical & Subtropical Moist Broadleaf Forests,Chocó-Darién moist forests,0.5,4510,50
195.0,Czech,49.79999923706055,15.0,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,0.5,75469,50
196.0,"Dan,Guro,Mano,Sapa,Ngere",9.0,-7.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,2.0,1965,50
197.0,Danes,56.0,10.0,Temperate Broadleaf & Mixed Forests,Baltic mixed forests,0.5,126306,50
198.0,Dards,35.79999923706055,74.5,Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,0.5,291,50
199.0,Dargin (Dargwa),42.20000076293945,47.599998474121094,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,18002,50
200.0,Darkhad,51.0,100.0,Montane Grasslands & Shrublands,Sayan alpine meadows and tundra,0.5,845,50
201.0,Daghur,50.5,125.0,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,1.0,60,50
202.0,Dena'ina,61.5,-152.0,Tundra,Alaska-St. Elias Range tundra,1.0,1585,50
203.0,"Desana,Siriano,Tatuyo,Bara",0.30000001192092896,-70.0,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,1.0,3205,50
204.0,Dhanwar,17.299999237060547,74.69999694824219,Deserts & Xeric Shrublands,Deccan thorn scrub forests,0.5,1465,50
205.0,Dholuo,-0.20000000298023224,34.599998474121094,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Victoria Basin forest-savanna,0.5,4026,50
206.0,"Dido,Khvarshi,Hunzib",42.20000076293945,45.900001525878906,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,7362,50
207.0,Diegueno,32.599998474121094,-116.5,"Mediterranean Forests, Woodlands & Scrub",California coastal sage and chaparral,0.5,431951,50
208.0,"Nuer,Dinka",8.0,30.5,Flooded Grasslands & Savannas,Sudd flooded grasslands,2.0,94,50
209.0,Dogon,15.0,-4.0,Flooded Grasslands & Savannas,Inner Niger Delta flooded savanna,1.0,116,50
210.0,"Slavey, Dogrib",62.0,-119.0,Boreal Forests/Taiga,Northwest Territories taiga,1.0,424,50
211.0,Dolgan,70.93405151367188,102.35160064697266,Tundra,Taimyr-Central Siberian tundra,0.5,581,50
212.0,Island Caribs,16.0,-62.0,Deserts & Xeric Shrublands,Caribbean shrublands,0.5,27323,50
213.0,Dongxiang,35.43164825439453,103.83719635009766,Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,0.5,376,50
214.0,"Duala,Basa,Kwiri",5.0,10.0,Tropical & Subtropical Moist Broadleaf Forests,Cameroon Highlands forests,0.5,556,50
215.0,"Murut,Dusun,Tombonuvo,Bajau",5.0,117.0,Tropical & Subtropical Moist Broadleaf Forests,Borneo lowland rain forests,0.5,3637,50
216.0,"Dutch, Flemish, Frisians",51.7966194152832,5.247079849243164,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,0.5,135644,50
