biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
Deserts & Xeric Shrublands,60,20,527,0.002451122461934574,0.023
Tropical & Subtropical Moist Broadleaf Forests,60,196,351,0.0024112293031066656,0.0
"Mediterranean Forests, Woodlands & Scrub",60,21,526,0.0022160091903060675,0.022
Montane Grasslands & Shrublands,60,5,542,0.002017295453697443,0.139
Tundra,60,43,504,0.0015614287840435281,0.01
Temperate Broadleaf & Mixed Forests,60,154,393,0.00016856878210091963,0.377
"Temperate Grasslands, Savannas & Shrublands",60,43,504,6.310612661764026e-05,0.444
