name,n,K,ari,nmi,knn_acc,majority,shuffled
all motifs (PCA-50),2158,12,0.014909860041458889,0.03939204213611836,0.4578313253012048,0.36190917516218724,0.3405931417979611
Spec A (<=3 biomes),568,12,0.013387465597229772,0.092397365422484,0.4102112676056338,0.29225352112676056,0.24119718309859156
