biome,word,in_biome_n,discrim_score
Tropical & Subtropical Dry Broadleaf Forests,maidens,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,root,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,worm,7,2.054054478784704
Tropical & Subtropical Dry Broadleaf Forests,important,6,2.0451624680540346
Tropical & Subtropical Dry Broadleaf Forests,grass,6,2.0451624680540346
Tropical & Subtropical Dry Broadleaf Forests,worms,5,2.0328422122223837
Tropical & Subtropical Dry Broadleaf Forests,buried,8,2.029785306640094
Tropical & Subtropical Dry Broadleaf Forests,hungry,4,2.014637655098004
Tropical & Subtropical Dry Broadleaf Forests,separate,8,1.999714413208389
Tropical & Subtropical Dry Broadleaf Forests,muddled,3,1.9850106307583275
"Tropical & Subtropical Grasslands, Savannas & Shrublands",vulva,3,82.69506726457399
"Tropical & Subtropical Grasslands, Savannas & Shrublands",rhea,5,9.188340807174887
"Tropical & Subtropical Grasslands, Savannas & Shrublands",cornel,4,6.485887628594037
"Tropical & Subtropical Grasslands, Savannas & Shrublands",parakeet,3,5.513004484304933
"Tropical & Subtropical Grasslands, Savannas & Shrublands",hammock,3,5.513004484304933
"Tropical & Subtropical Grasslands, Savannas & Shrublands",traveler,3,5.513004484304933
"Tropical & Subtropical Grasslands, Savannas & Shrublands",funerals,4,5.250480461242793
"Tropical & Subtropical Grasslands, Savannas & Shrublands",bee,4,5.250480461242793
"Tropical & Subtropical Grasslands, Savannas & Shrublands",raw,4,5.250480461242793
"Tropical & Subtropical Grasslands, Savannas & Shrublands",parrot,6,5.01182225845903
"Tropical & Subtropical Grasslands, Savannas & Shrublands",consequence,3,4.864415721445528
"Tropical & Subtropical Grasslands, Savannas & Shrublands",anteater,5,4.752590072676666
"Tropical & Subtropical Grasslands, Savannas & Shrublands",voices,5,4.752590072676666
"Tropical & Subtropical Grasslands, Savannas & Shrublands",rotten,5,4.752590072676666
"Tropical & Subtropical Grasslands, Savannas & Shrublands",hyena,6,4.470003635922919
"Tropical & Subtropical Grasslands, Savannas & Shrublands",walked,3,4.352371961293368
"Tropical & Subtropical Grasslands, Savannas & Shrublands",primogeniture,3,4.352371961293368
"Tropical & Subtropical Grasslands, Savannas & Shrublands",caiman,8,4.009457806767223
"Tropical & Subtropical Grasslands, Savannas & Shrublands",traces,6,3.846282198352279
"Tropical & Subtropical Grasslands, Savannas & Shrublands",poison,6,3.846282198352279
"Tropical & Subtropical Grasslands, Savannas & Shrublands",chameleon,3,3.595437707155391
"Tropical & Subtropical Grasslands, Savannas & Shrublands",american,3,3.595437707155391
"Tropical & Subtropical Grasslands, Savannas & Shrublands",vultures,4,3.5567770866483435
"Tropical & Subtropical Grasslands, Savannas & Shrublands",leaving,3,3.30780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",ancestral,3,3.30780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",boyfriend,3,3.30780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",watchman,3,3.30780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",straps,3,3.30780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",weaving,4,3.1502882767456755
"Tropical & Subtropical Grasslands, Savannas & Shrublands",copulation,4,3.1502882767456755
"Tropical & Subtropical Grasslands, Savannas & Shrublands",ferries,6,3.12056857602166
"Tropical & Subtropical Grasslands, Savannas & Shrublands",disappointed,3,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",bees,3,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",community,9,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",fragrant,3,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",bench,3,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",peck,3,3.062780269058296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",chips,4,2.980002423948612
"Tropical & Subtropical Grasslands, Savannas & Shrublands",axes,5,2.9324491937792194
"Tropical & Subtropical Grasslands, Savannas & Shrublands",surprise,3,2.851554043606
"Tropical & Subtropical Grasslands, Savannas & Shrublands",garden,5,2.812757389951496
"Tropical & Subtropical Grasslands, Savannas & Shrublands",rituals,5,2.702453178580849
"Tropical & Subtropical Grasslands, Savannas & Shrublands",fished,4,2.6892704801487475
"Tropical & Subtropical Grasslands, Savannas & Shrublands",conflagration,4,2.6892704801487475
"Tropical & Subtropical Grasslands, Savannas & Shrublands",vine,4,2.6892704801487475
"Tropical & Subtropical Grasslands, Savannas & Shrublands",partridge,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",push,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",draws,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",resin,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",contains,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",measure,3,2.667582814986258
"Tropical & Subtropical Grasslands, Savannas & Shrublands",call,7,2.643221328091406
"Tropical & Subtropical Grasslands, Savannas & Shrublands",field,5,2.600473813351383
"Tropical & Subtropical Grasslands, Savannas & Shrublands",hook,8,2.5943550514376152
"Tropical & Subtropical Grasslands, Savannas & Shrublands",trunk,10,2.5761703197686603
"Tropical & Subtropical Grasslands, Savannas & Shrublands",bonfire,4,2.5641881322348525
"Tropical & Subtropical Grasslands, Savannas & Shrublands",soft,4,2.5641881322348525
"Tropical & Subtropical Grasslands, Savannas & Shrublands",exposes,4,2.5641881322348525
"Tropical & Subtropical Grasslands, Savannas & Shrublands",deed,4,2.5641881322348525
"Tropical & Subtropical Grasslands, Savannas & Shrublands",crossroad,4,2.5641881322348525
"Tropical & Subtropical Grasslands, Savannas & Shrublands",womb,9,2.5575793999352783
"Tropical & Subtropical Grasslands, Savannas & Shrublands",crawls,6,2.5444636081407386
"Tropical & Subtropical Grasslands, Savannas & Shrublands",african,3,2.505911129229515
"Tropical & Subtropical Grasslands, Savannas & Shrublands",devour,3,2.505911129229515
"Tropical & Subtropical Grasslands, Savannas & Shrublands",limbs,3,2.505911129229515
"Tropical & Subtropical Grasslands, Savannas & Shrublands",avenged,4,2.4502242152466365
"Tropical & Subtropical Grasslands, Savannas & Shrublands",calls,4,2.4502242152466365
"Tropical & Subtropical Grasslands, Savannas & Shrublands",unborn,6,2.3969584714369274
"Tropical & Subtropical Grasslands, Savannas & Shrublands",toothed,7,2.382162431489786
"Tropical & Subtropical Grasslands, Savannas & Shrublands",mothers,3,2.362716207559257
"Tropical & Subtropical Grasslands, Savannas & Shrublands",stag,3,2.362716207559257
"Tropical & Subtropical Grasslands, Savannas & Shrublands",wash,3,2.362716207559257
"Tropical & Subtropical Grasslands, Savannas & Shrublands",eater,3,2.362716207559257
"Tropical & Subtropical Grasslands, Savannas & Shrublands",harpoon,3,2.362716207559257
"Tropical & Subtropical Grasslands, Savannas & Shrublands",hollow,9,2.3627162075592567
"Tropical & Subtropical Grasslands, Savannas & Shrublands",line,4,2.3459593550233753
"Tropical & Subtropical Grasslands, Savannas & Shrublands",setting,4,2.3459593550233753
"Tropical & Subtropical Grasslands, Savannas & Shrublands",transformer,5,2.3360188492817513
"Tropical & Subtropical Grasslands, Savannas & Shrublands",clay,5,2.3360188492817513
"Tropical & Subtropical Grasslands, Savannas & Shrublands",plot,5,2.3360188492817513
Tropical & Subtropical Moist Broadleaf Forests,pigs,5,6.054026503567789
Tropical & Subtropical Moist Broadleaf Forests,instruments,3,6.054026503567788
Tropical & Subtropical Moist Broadleaf Forests,partners,3,6.054026503567788
Tropical & Subtropical Moist Broadleaf Forests,palm,3,6.054026503567788
Tropical & Subtropical Moist Broadleaf Forests,tapir,15,5.1402111822745375
Tropical & Subtropical Moist Broadleaf Forests,incomplete,3,4.953294412010009
Tropical & Subtropical Moist Broadleaf Forests,rapids,3,4.191249117854623
Tropical & Subtropical Moist Broadleaf Forests,decorated,3,4.191249117854623
Tropical & Subtropical Moist Broadleaf Forests,wasp,3,4.191249117854623
Tropical & Subtropical Moist Broadleaf Forests,dolls,3,4.191249117854623
Tropical & Subtropical Moist Broadleaf Forests,caiman,11,4.0772015228109595
Tropical & Subtropical Moist Broadleaf Forests,vultures,6,4.036017669045192
Tropical & Subtropical Moist Broadleaf Forests,bees,5,3.9482781545007315
Tropical & Subtropical Moist Broadleaf Forests,measuring,4,3.8235956864638663
Tropical & Subtropical Moist Broadleaf Forests,parakeet,3,3.632415902140673
Tropical & Subtropical Moist Broadleaf Forests,hammock,3,3.632415902140673
Tropical & Subtropical Moist Broadleaf Forests,untrue,3,3.632415902140673
Tropical & Subtropical Moist Broadleaf Forests,funerals,4,3.45944371632445
Tropical & Subtropical Moist Broadleaf Forests,bee,4,3.45944371632445
Tropical & Subtropical Moist Broadleaf Forests,raw,4,3.45944371632445
Tropical & Subtropical Moist Broadleaf Forests,parrot,6,3.302196274673339
Tropical & Subtropical Moist Broadleaf Forests,crocodile,8,3.2288141352361537
Tropical & Subtropical Moist Broadleaf Forests,consequence,3,3.2050728548300054
Tropical & Subtropical Moist Broadleaf Forests,wing,3,3.2050728548300054
Tropical & Subtropical Moist Broadleaf Forests,sound,4,3.158622523600585
Tropical & Subtropical Moist Broadleaf Forests,anteater,5,3.1313930190867874
Tropical & Subtropical Moist Broadleaf Forests,voices,5,3.1313930190867874
Tropical & Subtropical Moist Broadleaf Forests,rotten,5,3.1313930190867874
Tropical & Subtropical Moist Broadleaf Forests,traces,7,3.100842843290818
Tropical & Subtropical Moist Broadleaf Forests,poison,7,3.100842843290818
Tropical & Subtropical Moist Broadleaf Forests,ants,4,2.905932721712538
Tropical & Subtropical Moist Broadleaf Forests,walked,3,2.8676967648478997
Tropical & Subtropical Moist Broadleaf Forests,primogeniture,3,2.8676967648478997
Tropical & Subtropical Moist Broadleaf Forests,dummy,7,2.8252123683316346
Tropical & Subtropical Moist Broadleaf Forests,flows,5,2.751830228894449
Tropical & Subtropical Moist Broadleaf Forests,opossum,5,2.751830228894449
Tropical & Subtropical Moist Broadleaf Forests,copulates,10,2.7107581359258752
Tropical & Subtropical Moist Broadleaf Forests,rituals,7,2.704990565423905
Tropical & Subtropical Moist Broadleaf Forests,earthquakes,6,2.6578652942492726
Tropical & Subtropical Moist Broadleaf Forests,broom,5,2.5945827872433376
Tropical & Subtropical Moist Broadleaf Forests,thorny,3,2.5945827872433376
Tropical & Subtropical Moist Broadleaf Forests,feline,6,2.5342436526562833
Tropical & Subtropical Moist Broadleaf Forests,pubic,4,2.5051144152694294
Tropical & Subtropical Moist Broadleaf Forests,ferries,7,2.49283444264556
Tropical & Subtropical Moist Broadleaf Forests,cultivated,21,2.42932273710045
Tropical & Subtropical Moist Broadleaf Forests,menses,6,2.4216106014271155
Tropical & Subtropical Moist Broadleaf Forests,rat,10,2.4216106014271155
Tropical & Subtropical Moist Broadleaf Forests,chameleon,3,2.368966892700439
Tropical & Subtropical Moist Broadleaf Forests,american,3,2.368966892700439
Tropical & Subtropical Moist Broadleaf Forests,jaguar,11,2.350386760208671
Tropical & Subtropical Moist Broadleaf Forests,limbs,4,2.343494130413337
Tropical & Subtropical Moist Broadleaf Forests,conflagration,5,2.328471732141457
Tropical & Subtropical Moist Broadleaf Forests,garden,6,2.318563341791919
Tropical & Subtropical Moist Broadleaf Forests,fallen,7,2.311537392271337
Tropical & Subtropical Moist Broadleaf Forests,sacred,9,2.302235430934229
Tropical & Subtropical Moist Broadleaf Forests,monkey,14,2.2907127310797035
Tropical & Subtropical Moist Broadleaf Forests,gourd,19,2.2263194238926705
Tropical & Subtropical Moist Broadleaf Forests,emerge,16,2.218269253215678
Tropical & Subtropical Moist Broadleaf Forests,chasing,4,2.2014641831155592
Tropical & Subtropical Moist Broadleaf Forests,shell,4,2.2014641831155592
Tropical & Subtropical Moist Broadleaf Forests,known,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,conceives,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,struck,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,leaving,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,highly,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,clear,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,allowed,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,ancestral,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,dare,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,boyfriend,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,metamorphosis,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,watchman,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,mourner,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,straps,3,2.1794495412844035
Tropical & Subtropical Moist Broadleaf Forests,mole,5,2.1118697105469026
Tropical & Subtropical Moist Broadleaf Forests,musical,4,2.07566622979467
Tropical & Subtropical Moist Broadleaf Forests,upside,4,2.07566622979467
Tropical & Subtropical Moist Broadleaf Forests,weaving,4,2.07566622979467
Tropical & Subtropical Moist Broadleaf Forests,baskets,4,2.07566622979467
Tropical & Subtropical Moist Broadleaf Forests,copulation,4,2.07566622979467
Tundra,shot,3,8.2586465272935
Tundra,mucus,3,6.9880855230945
Tundra,wolverine,6,4.910546583796135
Tundra,bears,4,4.84507262934552
Tundra,decorates,4,4.486178360505111
Tundra,whale,9,4.467792383617795
Tundra,crow,3,4.325957704772787
Tundra,sew,3,4.325957704772787
Tundra,mammals,3,4.325957704772787
Tundra,inner,4,4.176786749435792
Tundra,string,5,3.8822697350525
Tundra,loon,7,3.8540350460702997
Tundra,base,4,3.6705095676859996
Tundra,precipitations,3,3.63380447200914
Tundra,tunnel,3,3.63380447200914
Tundra,breast,6,3.5625534039305293
Tundra,strangers,3,3.3646337703788336
Tundra,migratory,4,3.2736977225307564
Tundra,replaced,3,3.132590062076845
Tundra,chaste,3,3.132590062076845
Tundra,amulets,3,3.132590062076845
Tundra,jaw,3,3.132590062076845
Tundra,carrion,5,3.0899697891234186
Tundra,shore,5,3.0899697891234186
Tundra,nights,5,3.0899697891234186
Tundra,openings,5,2.9687945032754413
Tundra,projectile,4,2.9543125788692195
Tundra,aurora,3,2.930487477426726
Tundra,borealis,3,2.930487477426726
Tundra,echo,3,2.930487477426726
Tundra,treated,3,2.930487477426726
Tundra,barrel,3,2.930487477426726
Tundra,friendly,3,2.930487477426726
Tundra,moccasins,3,2.930487477426726
Tundra,ducks,5,2.856764522019764
Tundra,shaman,8,2.850042723144423
Tundra,shoes,8,2.850042723144423
Tundra,competition,4,2.816902691479953
Tundra,middle,3,2.7528821757645
Tundra,smear,3,2.7528821757645
Tundra,pulled,3,2.7528821757645
Tundra,organs,3,2.7528821757645
Tundra,lonely,3,2.7528821757645
Tundra,lakes,3,2.7528821757645
Tundra,climbing,3,2.7528821757645
Tundra,berries,3,2.7528821757645
Tundra,boil,3,2.7528821757645
Tundra,provoked,3,2.7528821757645
Tundra,dwelling,8,2.7219509153626515
Tundra,raven,30,2.711794382096373
Tundra,canoe,11,2.664789946140036
Tundra,deceit,3,2.5955746228636714
Tundra,aside,3,2.5955746228636714
Tundra,loci,3,2.5955746228636714
Tundra,harpoon,3,2.5955746228636714
Tundra,toes,4,2.5771662922050638
Tundra,stands,4,2.5771662922050638
Tundra,tools,4,2.5771662922050638
Tundra,canoes,5,2.5662460960516524
Tundra,prisoner,6,2.5590172338092536
Tundra,ties,8,2.5500382259713263
Tundra,pushes,4,2.4719758312987348
Tundra,footwear,3,2.4552732918980675
Tundra,foot,9,2.4552732918980675
Tundra,prayer,3,2.4552732918980675
Tundra,talons,3,2.4552732918980675
Tundra,storyteller,3,2.4552732918980675
Tundra,hook,7,2.436458937170879
Tundra,feigned,4,2.3750356026203527
Tundra,dung,4,2.3750356026203527
Tundra,owners,6,2.3596132935124285
Tundra,arrows,15,2.353500305705402
Tundra,pours,3,2.3293618410315
Tundra,entrusted,3,2.3293618410315
Tundra,covering,3,2.3293618410315
Tundra,release,5,2.3293618410315
Tundra,diving,3,2.3293618410315
Tundra,steps,3,2.3293618410315
Tundra,landscape,8,2.3071774425454854
Tundra,places,6,2.2998762481070507
