biome,word,in_biome_n,discrim_score
N/A,straw,3,4.145352741977674
N/A,sell,3,4.077948632352021
N/A,burning,4,4.0532337921559485
N/A,stupidity,3,4.012701454234388
N/A,saves,10,3.757211099470401
N/A,nestlings,7,3.7392052954793282
N/A,unsocial,3,3.7154643094762854
N/A,tasks,5,3.682728941110856
N/A,advices,3,3.66122395459342
N/A,ungrateful,3,3.66122395459342
N/A,jackal,4,3.654555058501265
N/A,bride,10,3.6268089788814066
N/A,catches,4,3.615046355166116
N/A,initially,4,3.5385374375964624
N/A,possessions,4,3.501484689558803
N/A,spouse,4,3.4651998741229613
N/A,drink,4,3.4651998741229613
N/A,produced,3,3.4592253915813687
N/A,form,6,3.447338019101708
N/A,disc,3,3.412161100539446
N/A,condition,3,3.412161100539446
N/A,torn,3,3.412161100539446
N/A,trick,5,3.357347267599053
N/A,milk,5,3.304266678388001
N/A,old,18,3.267672194001945
N/A,eager,3,3.236049559866442
N/A,laugh,4,3.199921414859959
N/A,donkey,3,3.194825998594258
N/A,failure,3,3.194825998594258
N/A,hands,4,3.1695904061883007
N/A,spots,3,3.1546395080459027
N/A,cases,3,3.115451439622972
N/A,domestic,8,3.0057688795763213
N/A,explains,4,2.999029487469648
N/A,seven,3,2.9679744483982162
N/A,spilled,3,2.9679744483982162
N/A,acquires,3,2.9679744483982162
N/A,ashes,3,2.9679744483982162
N/A,rid,3,2.899350761730049
N/A,poor,5,2.8926625246787694
N/A,rich,3,2.866215324453134
N/A,tricks,5,2.8338287106175057
N/A,bag,9,2.812641206239057
N/A,given,3,2.8021658199960813
N/A,runs,10,2.8006012382987078
N/A,figure,4,2.798257638936115
N/A,cat,6,2.7943603441743647
N/A,rival,3,2.77120266176408
N/A,moment,3,2.77120266176408
N/A,bed,3,2.77120266176408
N/A,grown,3,2.77120266176408
N/A,guise,8,2.7692901685537534
N/A,half,6,2.733447857107894
N/A,belt,3,2.7112847663745865
N/A,injured,8,2.7021558614372987
N/A,message,3,2.6822870683384945
N/A,reverse,3,2.6539030781973465
N/A,behavior,10,2.64132533849025
N/A,again,8,2.6278333033624026
N/A,plans,3,2.626113517169102
N/A,coyote,4,2.5237116064367227
N/A,destroys,3,2.5205411144688368
N/A,law,7,2.4743578382347353
Temperate Broadleaf & Mixed Forests,harnessed,3,6.431728379390967
Temperate Broadleaf & Mixed Forests,legged,3,6.431728379390967
Temperate Broadleaf & Mixed Forests,chimney,3,6.431728379390967
Temperate Broadleaf & Mixed Forests,pike,6,5.2967174889102075
Temperate Broadleaf & Mixed Forests,mizar,3,5.002455406192974
Temperate Broadleaf & Mixed Forests,blue,3,5.002455406192974
Temperate Broadleaf & Mixed Forests,heaven,4,4.617651144178129
Temperate Broadleaf & Mixed Forests,tool,3,4.092918059612433
Temperate Broadleaf & Mixed Forests,sleigh,4,4.001964324954379
Temperate Broadleaf & Mixed Forests,bath,5,3.5731824329949813
Temperate Broadleaf & Mixed Forests,knots,5,3.5731824329949813
Temperate Broadleaf & Mixed Forests,cornel,4,3.531144992606805
Temperate Broadleaf & Mixed Forests,harvest,4,3.531144992606805
Temperate Broadleaf & Mixed Forests,cain,3,3.463238358133597
Temperate Broadleaf & Mixed Forests,intestines,3,3.463238358133597
Temperate Broadleaf & Mixed Forests,adam,3,3.463238358133597
Temperate Broadleaf & Mixed Forests,jewelry,4,3.1594455197008258
Temperate Broadleaf & Mixed Forests,worthless,4,3.1594455197008258
Temperate Broadleaf & Mixed Forests,hedgehog,6,3.104972321085294
Temperate Broadleaf & Mixed Forests,cycle,3,3.0014732437157843
Temperate Broadleaf & Mixed Forests,untrue,3,3.0014732437157843
Temperate Broadleaf & Mixed Forests,handle,8,2.9282665792349114
Temperate Broadleaf & Mixed Forests,cloak,8,2.6679762166362524
Temperate Broadleaf & Mixed Forests,horsemen,3,2.6483587444551038
Temperate Broadleaf & Mixed Forests,differently,3,2.6483587444551038
Temperate Broadleaf & Mixed Forests,arrived,3,2.6483587444551038
Temperate Broadleaf & Mixed Forests,embodiments,3,2.6483587444551038
Temperate Broadleaf & Mixed Forests,speed,3,2.6483587444551038
Temperate Broadleaf & Mixed Forests,needle,15,2.6483587444551033
Temperate Broadleaf & Mixed Forests,highly,4,2.609976733665899
Temperate Broadleaf & Mixed Forests,kindle,4,2.609976733665899
Temperate Broadleaf & Mixed Forests,fisher,5,2.587476934237745
Temperate Broadleaf & Mixed Forests,rider,5,2.587476934237745
Temperate Broadleaf & Mixed Forests,foxes,6,2.5726913517563865
Temperate Broadleaf & Mixed Forests,grants,8,2.450182239767987
Temperate Broadleaf & Mixed Forests,cuckoo,8,2.450182239767987
Temperate Broadleaf & Mixed Forests,wolverine,6,2.4336269543641498
Temperate Broadleaf & Mixed Forests,blow,5,2.4205429384804713
Temperate Broadleaf & Mixed Forests,said,5,2.4205429384804713
Temperate Broadleaf & Mixed Forests,march,4,2.4011785949726274
Temperate Broadleaf & Mixed Forests,dresses,4,2.4011785949726274
Temperate Broadleaf & Mixed Forests,easier,4,2.4011785949726274
Temperate Broadleaf & Mixed Forests,chooses,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,brushwood,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,artifacts,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,balance,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,months,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,mitten,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,throat,3,2.369584139775619
Temperate Broadleaf & Mixed Forests,yarn,7,2.334479189556721
Temperate Broadleaf & Mixed Forests,eve,6,2.3088255720890647
Temperate Broadleaf & Mixed Forests,beggar,5,2.2738433664513518
Temperate Broadleaf & Mixed Forests,witch,5,2.2738433664513518
Temperate Broadleaf & Mixed Forests,storyteller,5,2.2738433664513518
Temperate Broadleaf & Mixed Forests,instrument,8,2.265262825445875
Temperate Broadleaf & Mixed Forests,knees,4,2.223313513863544
Temperate Broadleaf & Mixed Forests,argument,4,2.223313513863544
Temperate Broadleaf & Mixed Forests,charge,4,2.223313513863544
Temperate Broadleaf & Mixed Forests,seed,4,2.223313513863544
Temperate Broadleaf & Mixed Forests,scales,4,2.223313513863544
Temperate Broadleaf & Mixed Forests,measuring,3,2.1439094597969888
Temperate Broadleaf & Mixed Forests,pursuing,3,2.1439094597969888
Temperate Broadleaf & Mixed Forests,approaching,3,2.1439094597969888
Temperate Broadleaf & Mixed Forests,zoomorphic,3,2.1439094597969888
Temperate Broadleaf & Mixed Forests,attire,5,2.1439094597969888
Temperate Broadleaf & Mixed Forests,cradle,3,2.1439094597969888
Temperate Broadleaf & Mixed Forests,tools,6,2.0940511002668263
Temperate Broadleaf & Mixed Forests,shakes,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,blows,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,vessels,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,cereals,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,ship,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,barrel,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,dough,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,initial,4,2.069981547390196
Temperate Broadleaf & Mixed Forests,alcor,8,2.0348971143835826
Temperate Broadleaf & Mixed Forests,door,8,2.0348971143835826
Temperate Broadleaf & Mixed Forests,rise,5,2.028022461970125
Temperate Broadleaf & Mixed Forests,pitch,5,2.028022461970125
Temperate Broadleaf & Mixed Forests,bad,11,1.9889280530646765
Temperate Conifer Forests,oyster,3,61.33658647299138
Temperate Conifer Forests,clot,3,8.762369496141625
Temperate Conifer Forests,spear,3,6.81517627477682
Temperate Conifer Forests,marrow,3,5.576053315726489
Temperate Conifer Forests,knots,5,4.867983053412014
Temperate Conifer Forests,rapids,3,4.718198959460875
Temperate Conifer Forests,gathering,3,4.718198959460875
Temperate Conifer Forests,mucus,3,4.718198959460875
Temperate Conifer Forests,steps,6,3.7173688771509923
Temperate Conifer Forests,beaver,8,3.634760679880971
Temperate Conifer Forests,horsemen,3,3.608034498411257
Temperate Conifer Forests,fireplace,3,3.608034498411257
Temperate Conifer Forests,sleigh,3,3.608034498411257
Temperate Conifer Forests,bears,4,3.271284611892874
Temperate Conifer Forests,march,4,3.271284611892874
Temperate Conifer Forests,laughing,3,3.228241393315336
Temperate Conifer Forests,crow,3,2.9207898320472085
Temperate Conifer Forests,mammals,3,2.9207898320472085
Temperate Conifer Forests,seemingly,3,2.9207898320472085
Temperate Conifer Forests,copper,8,2.8695479051691875
Temperate Conifer Forests,pubic,4,2.82007294128696
Temperate Conifer Forests,ship,4,2.82007294128696
Temperate Conifer Forests,initial,4,2.82007294128696
Temperate Conifer Forests,porcupine,6,2.726070509910728
Temperate Conifer Forests,rime,3,2.6668081075213643
Temperate Conifer Forests,armpits,4,2.638132751526511
Temperate Conifer Forests,smith,4,2.638132751526511
Temperate Conifer Forests,skunk,5,2.621221644144931
Temperate Conifer Forests,powder,5,2.621221644144931
Temperate Conifer Forests,string,5,2.621221644144931
Temperate Conifer Forests,transformer,7,2.6021582140056947
Temperate Conifer Forests,whale,8,2.5962576284864074
Temperate Conifer Forests,slave,6,2.50353414175475
Temperate Conifer Forests,left,4,2.4782459181006615
Temperate Conifer Forests,base,4,2.4782459181006615
Temperate Conifer Forests,paw,4,2.4782459181006615
Temperate Conifer Forests,sound,3,2.453463458919655
Temperate Conifer Forests,crest,3,2.453463458919655
Temperate Conifer Forests,conceives,3,2.453463458919655
Temperate Conifer Forests,dare,3,2.453463458919655
Temperate Conifer Forests,fake,3,2.453463458919655
Temperate Conifer Forests,tunnel,3,2.453463458919655
Temperate Conifer Forests,soles,3,2.453463458919655
Temperate Conifer Forests,ducks,6,2.4053563322741716
Temperate Conifer Forests,colts,6,2.4053563322741716
Temperate Conifer Forests,mole,5,2.377387072596565
Temperate Conifer Forests,frozen,5,2.377387072596565
Temperate Conifer Forests,borrows,3,2.2717254249256063
Temperate Conifer Forests,swans,3,2.2717254249256063
Temperate Conifer Forests,powers,3,2.2717254249256063
Temperate Conifer Forests,stories,3,2.2717254249256063
Temperate Conifer Forests,replace,3,2.2717254249256063
Temperate Conifer Forests,predicts,3,2.2717254249256063
Temperate Conifer Forests,rushes,3,2.2717254249256063
Temperate Conifer Forests,bluff,3,2.2717254249256063
Temperate Conifer Forests,owners,8,2.2406058985567627
Temperate Conifer Forests,buffalo,8,2.2406058985567627
Temperate Conifer Forests,duck,11,2.2267407630458913
Temperate Conifer Forests,shaman,9,2.216985053240652
Temperate Conifer Forests,pours,4,2.210327440468158
Temperate Conifer Forests,stream,4,2.210327440468158
Temperate Conifer Forests,diving,4,2.210327440468158
Temperate Conifer Forests,handle,5,2.1750562579074955
Temperate Conifer Forests,loon,6,2.1521609288768904
Temperate Conifer Forests,brains,6,2.1521609288768904
Temperate Conifer Forests,holding,3,2.11505470596522
Temperate Conifer Forests,lack,3,2.11505470596522
Temperate Conifer Forests,argument,3,2.11505470596522
Temperate Conifer Forests,paddles,3,2.11505470596522
Temperate Conifer Forests,charge,3,2.11505470596522
Temperate Conifer Forests,capable,3,2.11505470596522
Temperate Conifer Forests,amulets,3,2.11505470596522
Temperate Conifer Forests,jaw,3,2.11505470596522
Temperate Conifer Forests,ice,21,2.1150547059652194
Temperate Conifer Forests,warning,11,2.1018767950246264
Temperate Conifer Forests,party,4,2.096977315315945
Temperate Conifer Forests,rise,4,2.096977315315945
Temperate Conifer Forests,nights,5,2.0862784514622916
Temperate Conifer Forests,bait,6,2.079206321118352
Temperate Conifer Forests,quarrel,10,2.024309784587174
"Temperate Grasslands, Savannas & Shrublands",clot,3,8.169280618221093
"Temperate Grasslands, Savannas & Shrublands",legged,3,8.169280618221093
"Temperate Grasslands, Savannas & Shrublands",cornel,4,4.485095241376286
"Temperate Grasslands, Savannas & Shrublands",cain,3,4.398843409811358
"Temperate Grasslands, Savannas & Shrublands",dolls,3,4.398843409811358
"Temperate Grasslands, Savannas & Shrublands",heaven,3,3.8123309551698434
"Temperate Grasslands, Savannas & Shrublands",serve,3,3.363821431032215
"Temperate Grasslands, Savannas & Shrublands",captured,4,3.315070395799864
"Temperate Grasslands, Savannas & Shrublands",dresses,4,3.0498647641358745
"Temperate Grasslands, Savannas & Shrublands",rhea,3,3.009734964607771
"Temperate Grasslands, Savannas & Shrublands",seed,4,2.8239488556813654
"Temperate Grasslands, Savannas & Shrublands",blade,8,2.772604331032613
"Temperate Grasslands, Savannas & Shrublands",pursuing,3,2.723093539407031
"Temperate Grasslands, Savannas & Shrublands",create,3,2.723093539407031
"Temperate Grasslands, Savannas & Shrublands",advice,4,2.6291937621860986
"Temperate Grasslands, Savannas & Shrublands",partridge,4,2.6291937621860986
"Temperate Grasslands, Savannas & Shrublands",initial,4,2.6291937621860986
"Temperate Grasslands, Savannas & Shrublands",rise,5,2.5758992940336785
"Temperate Grasslands, Savannas & Shrublands",grouse,5,2.5758992940336785
"Temperate Grasslands, Savannas & Shrublands",porcupine,6,2.541553970113229
"Temperate Grasslands, Savannas & Shrublands",luring,3,2.486302796849898
"Temperate Grasslands, Savannas & Shrublands",rime,3,2.486302796849898
"Temperate Grasslands, Savannas & Shrublands",rapidly,3,2.486302796849898
"Temperate Grasslands, Savannas & Shrublands",bowels,4,2.459568358174092
"Temperate Grasslands, Savannas & Shrublands",skunk,5,2.4438018943396433
"Temperate Grasslands, Savannas & Shrublands",yarn,6,2.433402737342453
"Temperate Grasslands, Savannas & Shrublands",presented,7,2.340904972472711
"Temperate Grasslands, Savannas & Shrublands",cloak,6,2.3340801766345978
"Temperate Grasslands, Savannas & Shrublands",flint,4,2.3105036091938445
"Temperate Grasslands, Savannas & Shrublands",hedgehog,4,2.3105036091938445
"Temperate Grasslands, Savannas & Shrublands",said,4,2.3105036091938445
"Temperate Grasslands, Savannas & Shrublands",bath,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",knots,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",basin,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",rams,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",watchman,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",tunnel,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",desires,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",action,3,2.287398573101906
"Temperate Grasslands, Savannas & Shrublands",blanket,8,2.2760184806984136
"Temperate Grasslands, Savannas & Shrublands",shoulder,5,2.2164714855638628
"Temperate Grasslands, Savannas & Shrublands",opossum,4,2.1784748315256244
"Temperate Grasslands, Savannas & Shrublands",cuckoo,6,2.1579231821716096
"Temperate Grasslands, Savannas & Shrublands",coals,8,2.14779208741963
"Temperate Grasslands, Savannas & Shrublands",march,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",borrows,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",pulls,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",predicts,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",ride,5,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",beforehand,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",crashes,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",wheat,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",easier,3,2.117961641761024
"Temperate Grasslands, Savannas & Shrublands",buffalo,8,2.0889484685862154
"Temperate Grasslands, Savannas & Shrublands",hollow,11,2.0760218072707066
"Temperate Grasslands, Savannas & Shrublands",stream,4,2.0607194352269422
"Temperate Grasslands, Savannas & Shrublands",diving,4,2.0607194352269422
"Temperate Grasslands, Savannas & Shrublands",triggers,4,2.0607194352269422
"Temperate Grasslands, Savannas & Shrublands",spike,4,2.0607194352269422
"Temperate Grasslands, Savannas & Shrublands",attire,4,2.0607194352269422
"Temperate Grasslands, Savannas & Shrublands",neighbor,5,2.0278356144520444
"Temperate Grasslands, Savannas & Shrublands",front,5,2.0278356144520444
"Temperate Grasslands, Savannas & Shrublands",loon,6,2.006489976405181
"Temperate Grasslands, Savannas & Shrublands",drunk,7,1.9915161706111122
"Temperate Grasslands, Savannas & Shrublands",holding,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",successful,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",paddles,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",loud,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",charge,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",stealing,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",thrust,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",smaller,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",butt,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",blames,3,1.971895321639574
"Temperate Grasslands, Savannas & Shrublands",took,4,1.9550415154717145
"Temperate Grasslands, Savannas & Shrublands",party,4,1.9550415154717145
"Temperate Grasslands, Savannas & Shrublands",foxes,4,1.9550415154717145
"Temperate Grasslands, Savannas & Shrublands",riddles,4,1.9550415154717145
"Temperate Grasslands, Savannas & Shrublands",winner,4,1.9550415154717145
"Temperate Grasslands, Savannas & Shrublands",spoils,5,1.945066813862165
Tropical & Subtropical Coniferous Forests,dummy,6,7.73090770421382
Tropical & Subtropical Coniferous Forests,upside,4,6.921003087581896
Tropical & Subtropical Coniferous Forests,missing,3,6.728753001815732
Tropical & Subtropical Coniferous Forests,alligator,4,6.546894812577469
Tropical & Subtropical Coniferous Forests,vine,4,5.90817336744796
Tropical & Subtropical Coniferous Forests,vessels,3,5.860526808033057
Tropical & Subtropical Coniferous Forests,waist,4,5.383002401452586
Tropical & Subtropical Coniferous Forests,pestle,3,4.910171109433102
Tropical & Subtropical Coniferous Forests,superfertility,3,4.910171109433102
Tropical & Subtropical Coniferous Forests,grasshopper,3,4.910171109433102
Tropical & Subtropical Coniferous Forests,crocodile,4,4.570473737082384
Tropical & Subtropical Coniferous Forests,mill,4,4.570473737082384
Tropical & Subtropical Coniferous Forests,jaguar,7,4.558187517359045
Tropical & Subtropical Coniferous Forests,urine,5,4.519311717637433
Tropical & Subtropical Coniferous Forests,climbed,3,4.431130025585969
Tropical & Subtropical Coniferous Forests,kidnapped,3,4.431130025585969
Tropical & Subtropical Coniferous Forests,thunders,3,4.431130025585969
Tropical & Subtropical Coniferous Forests,hopes,3,4.431130025585969
Tropical & Subtropical Coniferous Forests,dimensions,3,4.225030954628482
Tropical & Subtropical Coniferous Forests,permanently,3,4.037251801089439
Tropical & Subtropical Coniferous Forests,fallen,4,3.971067345333875
Tropical & Subtropical Coniferous Forests,past,4,3.8450017153232756
Tropical & Subtropical Coniferous Forests,maltreated,4,3.8450017153232756
Tropical & Subtropical Coniferous Forests,cultivated,11,3.7635398145749015
Tropical & Subtropical Coniferous Forests,touched,4,3.726693970236406
Tropical & Subtropical Coniferous Forests,count,3,3.7076802254903014
Tropical & Subtropical Coniferous Forests,confrontation,3,3.7076802254903014
Tropical & Subtropical Coniferous Forests,jars,3,3.7076802254903014
Tropical & Subtropical Coniferous Forests,traits,4,3.615449374109946
Tropical & Subtropical Coniferous Forests,extract,3,3.5622810009612698
Tropical & Subtropical Coniferous Forests,garden,3,3.427855302811788
Tropical & Subtropical Coniferous Forests,doe,3,3.427855302811788
Tropical & Subtropical Coniferous Forests,downward,3,3.427855302811788
Tropical & Subtropical Coniferous Forests,ordeal,6,3.3335106614499956
Tropical & Subtropical Coniferous Forests,fights,4,3.318289151580361
Tropical & Subtropical Coniferous Forests,beasts,3,3.3032060190731776
Tropical & Subtropical Coniferous Forests,unstable,4,3.2298014408715514
Tropical & Subtropical Coniferous Forests,chthonic,4,3.2298014408715514
Tropical & Subtropical Coniferous Forests,confined,4,3.2298014408715514
Tropical & Subtropical Coniferous Forests,cage,4,3.2298014408715514
Tropical & Subtropical Coniferous Forests,soil,5,3.187304053491663
Tropical & Subtropical Coniferous Forests,snail,3,3.1873040534916623
Tropical & Subtropical Coniferous Forests,embryos,3,3.1873040534916623
Tropical & Subtropical Coniferous Forests,eel,3,3.1873040534916623
Tropical & Subtropical Coniferous Forests,bastard,4,3.145910494355407
Tropical & Subtropical Coniferous Forests,worm,6,3.1055783085303377
Tropical & Subtropical Coniferous Forests,pushed,3,3.0792598482885554
Tropical & Subtropical Coniferous Forests,deluge,3,3.0792598482885554
Tropical & Subtropical Coniferous Forests,call,4,3.06626719070084
Tropical & Subtropical Coniferous Forests,oil,4,3.06626719070084
Tropical & Subtropical Coniferous Forests,dwarfs,6,3.002914562793798
Tropical & Subtropical Coniferous Forests,seasons,4,2.990556889695881
Tropical & Subtropical Coniferous Forests,guilty,4,2.990556889695881
Tropical & Subtropical Coniferous Forests,round,3,2.978300509000406
Tropical & Subtropical Coniferous Forests,huge,5,2.939746457103961
Tropical & Subtropical Coniferous Forests,height,4,2.91849527789598
Tropical & Subtropical Coniferous Forests,shadow,4,2.91849527789598
Tropical & Subtropical Coniferous Forests,however,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,dam,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,border,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,leopard,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,cardinal,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,uncle,3,2.8837512864924566
Tropical & Subtropical Coniferous Forests,distance,6,2.861044583449209
Tropical & Subtropical Coniferous Forests,worms,4,2.849824800769016
Tropical & Subtropical Coniferous Forests,details,3,2.795020477677304
Tropical & Subtropical Coniferous Forests,contact,3,2.795020477677304
Tropical & Subtropical Coniferous Forests,mostly,3,2.795020477677304
Tropical & Subtropical Coniferous Forests,entrails,3,2.795020477677304
Tropical & Subtropical Coniferous Forests,thieves,7,2.7706630007476543
Tropical & Subtropical Coniferous Forests,wet,4,2.7217427872513076
Tropical & Subtropical Coniferous Forests,chamber,3,2.7115870305824594
Tropical & Subtropical Coniferous Forests,bewitched,3,2.7115870305824594
Tropical & Subtropical Coniferous Forests,beads,3,2.7115870305824594
Tropical & Subtropical Coniferous Forests,bone,7,2.7000728606012174
Tropical & Subtropical Coniferous Forests,great,5,2.679591903377947
Tropical & Subtropical Coniferous Forests,eclipse,4,2.6619242644545755
Tropical & Subtropical Coniferous Forests,source,6,2.652209212394522
Tropical & Subtropical Coniferous Forests,ashes,7,2.63299030505833
Tropical & Subtropical Coniferous Forests,lame,3,2.63299030505833
Tropical & Subtropical Dry Broadleaf Forests,ants,4,5.3992289156626505
Tropical & Subtropical Dry Broadleaf Forests,pigs,3,5.3281864299302475
Tropical & Subtropical Dry Broadleaf Forests,broom,5,4.820740103270224
Tropical & Subtropical Dry Broadleaf Forests,elephant,8,3.8022738842694723
Tropical & Subtropical Dry Broadleaf Forests,alligator,4,3.648127645718007
Tropical & Subtropical Dry Broadleaf Forests,vessels,3,3.26566265060241
Tropical & Subtropical Dry Broadleaf Forests,bothered,3,3.26566265060241
Tropical & Subtropical Dry Broadleaf Forests,impregnated,5,3.183507615367129
Tropical & Subtropical Dry Broadleaf Forests,drum,4,3.1390865788736337
Tropical & Subtropical Dry Broadleaf Forests,armpits,3,3.0677437020810516
Tropical & Subtropical Dry Broadleaf Forests,waist,4,2.9995716198125835
Tropical & Subtropical Dry Broadleaf Forests,rat,7,2.9162501859289005
Tropical & Subtropical Dry Broadleaf Forests,originate,3,2.8924440619621343
Tropical & Subtropical Dry Broadleaf Forests,rose,3,2.8924440619621343
Tropical & Subtropical Dry Broadleaf Forests,reaction,3,2.8924440619621343
Tropical & Subtropical Dry Broadleaf Forests,stag,3,2.8924440619621343
Tropical & Subtropical Dry Broadleaf Forests,puma,3,2.8924440619621343
Tropical & Subtropical Dry Broadleaf Forests,unharmed,4,2.8719302742886437
Tropical & Subtropical Dry Broadleaf Forests,caiman,5,2.765998419909145
Tropical & Subtropical Dry Broadleaf Forests,baskets,3,2.7360957342885057
Tropical & Subtropical Dry Broadleaf Forests,copulation,3,2.7360957342885057
Tropical & Subtropical Dry Broadleaf Forests,ogres,3,2.7360957342885057
Tropical & Subtropical Dry Broadleaf Forests,garden,4,2.6466808410111033
Tropical & Subtropical Dry Broadleaf Forests,swim,4,2.6466808410111033
Tropical & Subtropical Dry Broadleaf Forests,dummy,4,2.6466808410111033
Tropical & Subtropical Dry Broadleaf Forests,idea,3,2.5957831325301206
Tropical & Subtropical Dry Broadleaf Forests,lame,5,2.5957831325301206
Tropical & Subtropical Dry Broadleaf Forests,thorn,3,2.5957831325301206
Tropical & Subtropical Dry Broadleaf Forests,tiger,17,2.572502566319088
Tropical & Subtropical Dry Broadleaf Forests,lures,4,2.546806092293703
Tropical & Subtropical Dry Broadleaf Forests,monkey,9,2.509972119884497
Tropical & Subtropical Dry Broadleaf Forests,thunders,3,2.4691595650896265
Tropical & Subtropical Dry Broadleaf Forests,movement,3,2.4691595650896265
Tropical & Subtropical Dry Broadleaf Forests,hopes,3,2.4691595650896265
Tropical & Subtropical Dry Broadleaf Forests,snail,4,2.454194961664841
Tropical & Subtropical Dry Broadleaf Forests,tortoise,5,2.4453029509341717
Tropical & Subtropical Dry Broadleaf Forests,antagonists,7,2.3860228793963736
Tropical & Subtropical Dry Broadleaf Forests,successfully,4,2.3680828577467765
Tropical & Subtropical Dry Broadleaf Forests,minister,4,2.3680828577467765
Tropical & Subtropical Dry Broadleaf Forests,conflagration,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,planned,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,averted,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,savior,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,hits,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,projectile,3,2.3543149341552256
Tropical & Subtropical Dry Broadleaf Forests,layers,6,2.327253842958039
Tropical & Subtropical Dry Broadleaf Forests,cultivated,12,2.3139552495697076
Tropical & Subtropical Dry Broadleaf Forests,burn,5,2.311313748143258
Tropical & Subtropical Dry Broadleaf Forests,dancing,5,2.311313748143258
Tropical & Subtropical Dry Broadleaf Forests,unstable,5,2.311313748143258
Tropical & Subtropical Dry Broadleaf Forests,pet,5,2.249678714859438
Tropical & Subtropical Dry Broadleaf Forests,vegetation,3,2.2496787148594377
Tropical & Subtropical Dry Broadleaf Forests,siblings,12,2.212798735927316
Tropical & Subtropical Dry Broadleaf Forests,beats,7,2.2076286454228127
Tropical & Subtropical Dry Broadleaf Forests,luminary,3,2.153947705716483
Tropical & Subtropical Dry Broadleaf Forests,demonstrating,3,2.153947705716483
Tropical & Subtropical Dry Broadleaf Forests,earthquakes,3,2.153947705716483
Tropical & Subtropical Dry Broadleaf Forests,gone,3,2.153947705716483
Tropical & Subtropical Dry Broadleaf Forests,sight,3,2.153947705716483
Tropical & Subtropical Dry Broadleaf Forests,dropped,4,2.142551157008988
Tropical & Subtropical Dry Broadleaf Forests,bury,5,2.1357709318285805
Tropical & Subtropical Dry Broadleaf Forests,prohibited,9,2.0945284586622352
Tropical & Subtropical Dry Broadleaf Forests,touched,4,2.076626506024096
Tropical & Subtropical Dry Broadleaf Forests,wager,4,2.076626506024096
Tropical & Subtropical Dry Broadleaf Forests,discovers,11,2.0737261896749004
Tropical & Subtropical Dry Broadleaf Forests,feline,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,equal,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,extra,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,moons,3,2.066031472830096
Tropical & Subtropical Dry Broadleaf Forests,hearth,3,2.066031472830096
