taxon_group,biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
Arachnida,"Mediterranean Forests, Woodlands & Scrub",38,15,379,-0.0014039612142369151,0.657
Arachnida,Temperate Broadleaf & Mixed Forests,97,100,294,-0.0005549671477638185,0.66
Arachnida,Temperate Conifer Forests,22,39,355,-0.002087903383653611,0.821
Arachnida,"Temperate Grasslands, Savannas & Shrublands",48,32,362,0.0018594677094370127,0.182
Arachnida,Tropical & Subtropical Coniferous Forests,11,5,389,0.005883496603928506,0.118
Arachnida,"Tropical & Subtropical Grasslands, Savannas & Shrublands",68,63,331,0.0034724241122603416,0.028
Arachnida,Tropical & Subtropical Moist Broadleaf Forests,340,155,239,0.0023659588769078255,0.023
Mollusca,Boreal Forests/Taiga,10,41,353,0.003134547732770443,0.098
Mollusca,Deserts & Xeric Shrublands,24,15,379,0.0005063738208264112,0.447
Mollusca,"Mediterranean Forests, Woodlands & Scrub",49,15,379,-0.0016332302475348115,0.711
Mollusca,Temperate Broadleaf & Mixed Forests,49,100,294,-0.003041475487407297,0.974
Mollusca,Temperate Conifer Forests,67,39,355,-0.004326735273934901,0.967
Mollusca,"Temperate Grasslands, Savannas & Shrublands",18,32,362,-0.0014572723302990198,0.76
Mollusca,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23,63,331,0.0013003512867726386,0.27
Mollusca,Tropical & Subtropical Moist Broadleaf Forests,230,155,239,0.0044522680109366775,0.0
Mollusca,Tundra,9,22,372,0.0008930975454859436,0.402
