biome,n_imgs,n_motifs_in_biome_specific,n_motifs_other_specific,delta,p_one_sided
"Mediterranean Forests, Woodlands & Scrub",60,16,421,0.0039020730182528496,0.002
Tropical & Subtropical Moist Broadleaf Forests,60,166,271,0.002905729692429304,0.0
Tundra,60,27,410,0.0016716274549253285,0.029
Deserts & Xeric Shrublands,60,16,421,0.0013338928401935846,0.141
Temperate Broadleaf & Mixed Forests,60,116,321,4.494181484915316e-05,0.468
"Temperate Grasslands, Savannas & Shrublands",60,33,404,-0.00037385609903139994,0.686
Montane Grasslands & Shrublands,60,5,432,-0.0015778644010424614,0.801
